mesh name,flip_x,flip_y,flip_z
m342.ply,-1.0,1.0,-1.0
m381.ply,1.0,1.0,1.0
m1620.ply,1.0,1.0,1.0
m618.ply,1.0,1.0,1.0
m624.ply,1.0,1.0,1.0
m1622.ply,1.0,1.0,1.0
m368.ply,1.0,1.0,1.0
m1805.ply,-1.0,-1.0,1.0
m354.ply,1.0,1.0,1.0
m1811.ply,1.0,1.0,1.0
m340.ply,1.0,1.0,1.0
m1756.ply,1.0,1.0,1.0
m1781.ply,1.0,-1.0,-1.0
m744.ply,1.0,1.0,1.0
m745.ply,1.0,1.0,1.0
m1780.ply,1.0,-1.0,-1.0
m1757.ply,1.0,1.0,1.0
m341.ply,1.0,1.0,1.0
m355.ply,1.0,1.0,1.0
m1804.ply,1.0,1.0,1.0
m369.ply,1.0,1.0,1.0
m1623.ply,1.0,1.0,1.0
m619.ply,1.0,1.0,1.0
m370.ply,1.0,1.0,1.0
m364.ply,1.0,1.0,1.0
m358.ply,1.0,1.0,1.0
m576.ply,1.0,1.0,1.0
m748.ply,1.0,1.0,1.0
m749.ply,1.0,1.0,1.0
m577.ply,1.0,1.0,1.0
m359.ply,1.0,1.0,1.0
m365.ply,1.0,1.0,1.0
m371.ply,1.0,1.0,1.0
m617.ply,1.0,1.0,1.0
m367.ply,1.0,1.0,1.0
m373.ply,1.0,1.0,1.0
m1759.ply,1.0,1.0,1.0
m575.ply,1.0,1.0,1.0
m574.ply,1.0,1.0,1.0
m1758.ply,1.0,1.0,1.0
m372.ply,1.0,1.0,1.0
m366.ply,1.0,1.0,1.0
m362.ply,1.0,1.0,1.0
m376.ply,1.0,1.0,1.0
m377.ply,1.0,1.0,1.0
m363.ply,1.0,-1.0,1.0
m349.ply,1.0,1.0,1.0
m375.ply,1.0,1.0,1.0
m361.ply,1.0,1.0,1.0
m1788.ply,1.0,1.0,1.0
m573.ply,1.0,1.0,1.0
m360.ply,1.0,1.0,1.0
m374.ply,1.0,1.0,1.0
m348.ply,1.0,1.0,1.0
m1659.ply,1.0,1.0,1.0
m1665.ply,1.0,1.0,1.0
m1671.ply,1.0,1.0,1.0
m313.ply,-1.0,-1.0,1.0
m307.ply,1.0,1.0,1.0
m298.ply,1.0,1.0,1.0
m515.ply,1.0,1.0,1.0
m514.ply,1.0,1.0,1.0
m299.ply,1.0,1.0,1.0
m306.ply,1.0,1.0,1.0
m312.ply,-1.0,1.0,-1.0
m1670.ply,1.0,1.0,1.0
m1664.ply,-1.0,1.0,-1.0
m1658.ply,1.0,1.0,1.0
m1672.ply,1.0,1.0,1.0
m304.ply,1.0,1.0,1.0
m310.ply,-1.0,1.0,-1.0
m338.ply,1.0,1.0,1.0
m516.ply,-1.0,1.0,1.0
m517.ply,1.0,1.0,1.0
m339.ply,1.0,1.0,1.0
m311.ply,1.0,1.0,1.0
m305.ply,1.0,1.0,1.0
m1673.ply,-1.0,-1.0,-1.0
m113.ply,1.0,1.0,1.0
m117.ply,1.0,1.0,1.0
m1677.ply,1.0,1.0,1.0
m1663.ply,-1.0,1.0,-1.0
m329.ply,1.0,1.0,1.0
m1688.ply,1.0,1.0,1.0
m301.ply,1.0,1.0,1.0
m315.ply,1.0,1.0,1.0
m314.ply,1.0,1.0,1.0
m300.ply,1.0,1.0,1.0
m1689.ply,1.0,1.0,1.0
m328.ply,1.0,1.0,1.0
m1662.ply,1.0,1.0,1.0
m1676.ply,1.0,1.0,1.0
m116.ply,1.0,1.0,1.0
m114.ply,1.0,-1.0,-1.0
m1660.ply,1.0,-1.0,-1.0
m1674.ply,1.0,1.0,1.0
m1648.ply,-1.0,-1.0,1.0
m316.ply,1.0,1.0,1.0
m302.ply,1.0,1.0,1.0
m289.ply,1.0,1.0,1.0
m288.ply,-1.0,-1.0,1.0
m303.ply,1.0,1.0,1.0
m317.ply,1.0,1.0,1.0
m1649.ply,-1.0,1.0,-1.0
m1675.ply,1.0,1.0,1.0
m1661.ply,1.0,1.0,1.0
m115.ply,1.0,1.0,1.0
m859.ply,1.0,1.0,1.0
m871.ply,1.0,1.0,1.0
m865.ply,1.0,1.0,1.0
m939.ply,1.0,1.0,1.0
m905.ply,1.0,1.0,1.0
m911.ply,1.0,1.0,1.0
m910.ply,1.0,1.0,1.0
m904.ply,1.0,1.0,1.0
m938.ply,1.0,1.0,1.0
m864.ply,1.0,1.0,1.0
m870.ply,1.0,1.0,1.0
m858.ply,1.0,1.0,1.0
m866.ply,1.0,1.0,1.0
m872.ply,1.0,1.0,1.0
m899.ply,1.0,1.0,1.0
m912.ply,1.0,1.0,1.0
m906.ply,1.0,1.0,1.0
m907.ply,1.0,1.0,1.0
m913.ply,1.0,1.0,1.0
m898.ply,1.0,1.0,1.0
m873.ply,1.0,1.0,1.0
m867.ply,1.0,1.0,1.0
m863.ply,1.0,1.0,1.0
m877.ply,1.0,1.0,1.0
m888.ply,1.0,1.0,1.0
m917.ply,1.0,1.0,1.0
m903.ply,1.0,1.0,1.0
m902.ply,1.0,1.0,1.0
m916.ply,1.0,1.0,1.0
m889.ply,1.0,1.0,1.0
m876.ply,1.0,1.0,1.0
m862.ply,1.0,1.0,1.0
m874.ply,1.0,1.0,1.0
m860.ply,1.0,1.0,1.0
m848.ply,1.0,1.0,1.0
m900.ply,1.0,1.0,1.0
m914.ply,1.0,1.0,1.0
m928.ply,1.0,1.0,1.0
m929.ply,1.0,1.0,1.0
m915.ply,1.0,1.0,1.0
m901.ply,1.0,1.0,1.0
m849.ply,1.0,1.0,1.0
m861.ply,1.0,1.0,1.0
m875.ply,1.0,1.0,1.0
m812.ply,1.0,1.0,1.0
m806.ply,1.0,1.0,1.0
m782.ply,1.0,1.0,1.0
m796.ply,1.0,1.0,1.0
m769.ply,1.0,1.0,1.0
m768.ply,1.0,1.0,1.0
m797.ply,1.0,1.0,1.0
m783.ply,1.0,1.0,1.0
m807.ply,1.0,1.0,1.0
m813.ply,1.0,1.0,1.0
m839.ply,1.0,1.0,1.0
m805.ply,1.0,1.0,1.0
m811.ply,1.0,1.0,1.0
m795.ply,1.0,1.0,1.0
m959.ply,1.0,1.0,1.0
m781.ply,1.0,1.0,1.0
m780.ply,1.0,1.0,1.0
m958.ply,1.0,1.0,1.0
m794.ply,1.0,1.0,1.0
m810.ply,1.0,1.0,1.0
m804.ply,1.0,1.0,1.0
m838.ply,1.0,1.0,1.0
m800.ply,1.0,1.0,1.0
m814.ply,1.0,1.0,1.0
m828.ply,1.0,1.0,1.0
m960.ply,1.0,1.0,1.0
m948.ply,1.0,1.0,1.0
m790.ply,1.0,1.0,1.0
m784.ply,1.0,1.0,1.0
m785.ply,1.0,1.0,1.0
m791.ply,1.0,1.0,1.0
m949.ply,1.0,1.0,1.0
m829.ply,1.0,1.0,1.0
m815.ply,1.0,1.0,1.0
m801.ply,1.0,1.0,1.0
m817.ply,1.0,1.0,1.0
m803.ply,1.0,1.0,1.0
m787.ply,1.0,1.0,1.0
m793.ply,1.0,1.0,1.0
m778.ply,1.0,1.0,1.0
m779.ply,1.0,1.0,1.0
m792.ply,1.0,1.0,1.0
m786.ply,1.0,1.0,1.0
m802.ply,1.0,1.0,1.0
m816.ply,1.0,1.0,1.0
m833.ply,1.0,1.0,1.0
m827.ply,1.0,1.0,1.0
m947.ply,1.0,1.0,1.0
m953.ply,1.0,1.0,1.0
m774.ply,1.0,1.0,1.0
m775.ply,1.0,1.0,1.0
m952.ply,1.0,1.0,1.0
m946.ply,1.0,1.0,1.0
m826.ply,1.0,1.0,1.0
m832.ply,-1.0,1.0,-1.0
m818.ply,1.0,1.0,1.0
m824.ply,1.0,1.0,1.0
m830.ply,1.0,1.0,1.0
m950.ply,1.0,1.0,1.0
m788.ply,1.0,1.0,1.0
m944.ply,1.0,1.0,1.0
m777.ply,1.0,1.0,1.0
m763.ply,1.0,1.0,1.0
m776.ply,1.0,1.0,1.0
m945.ply,1.0,1.0,1.0
m789.ply,1.0,1.0,1.0
m951.ply,1.0,1.0,1.0
m831.ply,1.0,1.0,1.0
m825.ply,1.0,1.0,1.0
m819.ply,1.0,1.0,1.0
m821.ply,1.0,1.0,1.0
m835.ply,1.0,-1.0,-1.0
m809.ply,1.0,1.0,1.0
m955.ply,1.0,1.0,1.0
m941.ply,1.0,1.0,1.0
m799.ply,1.0,1.0,1.0
m772.ply,1.0,1.0,1.0
m766.ply,1.0,1.0,1.0
m767.ply,1.0,1.0,1.0
m773.ply,1.0,1.0,1.0
m798.ply,1.0,1.0,1.0
m940.ply,1.0,1.0,1.0
m954.ply,1.0,1.0,1.0
m808.ply,1.0,1.0,1.0
m834.ply,1.0,1.0,1.0
m820.ply,1.0,1.0,1.0
m836.ply,1.0,1.0,1.0
m822.ply,1.0,1.0,1.0
m942.ply,1.0,1.0,1.0
m956.ply,1.0,1.0,1.0
m765.ply,1.0,1.0,1.0
m771.ply,1.0,1.0,1.0
m770.ply,1.0,1.0,1.0
m764.ply,1.0,1.0,1.0
m957.ply,1.0,1.0,1.0
m943.ply,1.0,1.0,1.0
m823.ply,1.0,1.0,1.0
m837.ply,1.0,1.0,1.0
m878.ply,1.0,1.0,1.0
m850.ply,1.0,1.0,1.0
m844.ply,1.0,1.0,1.0
m893.ply,1.0,1.0,1.0
m887.ply,1.0,1.0,1.0
m918.ply,1.0,1.0,1.0
m924.ply,1.0,1.0,1.0
m930.ply,1.0,1.0,1.0
m931.ply,1.0,1.0,1.0
m925.ply,1.0,1.0,1.0
m919.ply,1.0,1.0,1.0
m886.ply,1.0,1.0,1.0
m892.ply,1.0,1.0,1.0
m845.ply,-1.0,1.0,-1.0
m851.ply,1.0,1.0,1.0
m879.ply,1.0,1.0,1.0
m847.ply,1.0,1.0,1.0
m853.ply,1.0,1.0,1.0
m884.ply,1.0,1.0,1.0
m890.ply,1.0,1.0,1.0
m933.ply,1.0,1.0,1.0
m927.ply,1.0,1.0,1.0
m926.ply,1.0,1.0,1.0
m932.ply,1.0,1.0,1.0
m891.ply,1.0,1.0,1.0
m885.ply,1.0,1.0,1.0
m852.ply,1.0,1.0,1.0
m846.ply,1.0,1.0,1.0
m842.ply,1.0,-1.0,-1.0
m856.ply,1.0,1.0,1.0
m881.ply,1.0,1.0,1.0
m895.ply,1.0,1.0,1.0
m936.ply,1.0,1.0,1.0
m922.ply,1.0,1.0,1.0
m923.ply,1.0,1.0,1.0
m937.ply,1.0,1.0,1.0
m894.ply,1.0,1.0,1.0
m880.ply,1.0,1.0,1.0
m857.ply,1.0,1.0,1.0
m843.ply,-1.0,1.0,-1.0
m855.ply,1.0,1.0,1.0
m841.ply,1.0,1.0,1.0
m869.ply,1.0,1.0,1.0
m896.ply,1.0,1.0,1.0
m882.ply,1.0,1.0,1.0
m921.ply,1.0,1.0,1.0
m935.ply,1.0,1.0,1.0
m909.ply,1.0,1.0,1.0
m908.ply,1.0,1.0,1.0
m934.ply,1.0,1.0,1.0
m920.ply,1.0,1.0,1.0
m883.ply,1.0,1.0,1.0
m897.ply,1.0,1.0,1.0
m868.ply,1.0,1.0,1.0
m840.ply,1.0,1.0,1.0
m854.ply,1.0,1.0,1.0
m130.ply,1.0,1.0,1.0
m124.ply,1.0,1.0,1.0
m118.ply,1.0,1.0,1.0
m66.ply,1.0,1.0,1.0
m72.ply,1.0,1.0,1.0
m99.ply,1.0,1.0,1.0
m246.ply,1.0,1.0,1.0
m252.ply,1.0,1.0,1.0
m253.ply,1.0,1.0,1.0
m98.ply,1.0,1.0,1.0
m247.ply,-1.0,1.0,-1.0
m73.ply,1.0,1.0,1.0
m67.ply,1.0,1.0,1.0
m119.ply,1.0,1.0,1.0
m125.ply,1.0,1.0,1.0
m131.ply,1.0,1.0,1.0
m127.ply,1.0,1.0,1.0
m133.ply,1.0,-1.0,-1.0
m59.ply,1.0,1.0,1.0
m71.ply,1.0,1.0,1.0
m65.ply,1.0,1.0,1.0
m251.ply,1.0,1.0,1.0
m245.ply,1.0,1.0,1.0
m279.ply,1.0,1.0,1.0
m278.ply,1.0,1.0,1.0
m244.ply,1.0,1.0,1.0
m250.ply,1.0,1.0,1.0
m64.ply,1.0,1.0,1.0
m70.ply,1.0,1.0,1.0
m58.ply,1.0,1.0,1.0
m132.ply,1.0,1.0,1.0
m126.ply,1.0,1.0,1.0
m122.ply,1.0,1.0,1.0
m136.ply,1.0,1.0,1.0
m74.ply,1.0,1.0,1.0
m60.ply,1.0,1.0,1.0
m48.ply,1.0,1.0,1.0
m268.ply,1.0,1.0,1.0
m254.ply,1.0,1.0,1.0
m240.ply,1.0,1.0,1.0
m241.ply,1.0,1.0,1.0
m255.ply,1.0,1.0,1.0
m269.ply,1.0,1.0,1.0
m282.ply,1.0,1.0,1.0
m49.ply,1.0,1.0,1.0
m61.ply,1.0,1.0,1.0
m75.ply,1.0,1.0,1.0
m137.ply,1.0,1.0,1.0
m123.ply,1.0,1.0,1.0
m109.ply,1.0,1.0,1.0
m135.ply,1.0,1.0,1.0
m121.ply,1.0,1.0,1.0
m63.ply,1.0,1.0,1.0
m77.ply,1.0,1.0,1.0
m280.ply,1.0,1.0,1.0
m243.ply,1.0,1.0,1.0
m88.ply,1.0,1.0,1.0
m257.ply,1.0,1.0,1.0
m89.ply,1.0,1.0,1.0
m256.ply,1.0,1.0,1.0
m242.ply,1.0,1.0,1.0
m281.ply,1.0,1.0,1.0
m76.ply,1.0,1.0,1.0
m62.ply,1.0,1.0,1.0
m120.ply,1.0,1.0,1.0
m134.ply,1.0,1.0,1.0
m108.ply,1.0,1.0,1.0
m190.ply,1.0,1.0,1.0
m184.ply,1.0,1.0,1.0
m153.ply,1.0,1.0,1.0
m147.ply,1.0,1.0,1.0
m39.ply,1.0,1.0,1.0
m11.ply,1.0,1.0,1.0
m225.ply,1.0,1.0,1.0
m231.ply,1.0,1.0,1.0
m219.ply,1.0,1.0,1.0
m6.ply,1.0,1.0,1.0
m7.ply,1.0,1.0,1.0
m218.ply,1.0,1.0,1.0
m230.ply,1.0,1.0,1.0
m224.ply,1.0,1.0,1.0
m10.ply,1.0,1.0,1.0
m38.ply,1.0,1.0,1.0
m146.ply,1.0,1.0,1.0
m152.ply,1.0,1.0,1.0
m185.ply,1.0,1.0,1.0
m191.ply,1.0,1.0,1.0
m187.ply,1.0,1.0,1.0
m193.ply,1.0,1.0,1.0
m144.ply,1.0,1.0,1.0
m150.ply,1.0,1.0,1.0
m178.ply,1.0,1.0,1.0
m12.ply,1.0,1.0,1.0
m232.ply,1.0,1.0,1.0
m226.ply,1.0,1.0,1.0
m5.ply,1.0,1.0,1.0
m4.ply,1.0,1.0,1.0
m227.ply,1.0,-1.0,-1.0
m233.ply,1.0,1.0,1.0
m13.ply,1.0,1.0,1.0
m179.ply,1.0,1.0,1.0
m151.ply,1.0,1.0,1.0
m145.ply,1.0,1.0,1.0
m192.ply,1.0,1.0,1.0
m186.ply,1.0,1.0,1.0
m182.ply,1.0,1.0,1.0
m196.ply,1.0,1.0,1.0
m169.ply,1.0,1.0,1.0
m141.ply,1.0,1.0,1.0
m155.ply,1.0,1.0,1.0
m17.ply,1.0,1.0,1.0
m237.ply,1.0,1.0,1.0
m223.ply,1.0,1.0,1.0
m0.ply,1.0,1.0,1.0
m1.ply,1.0,1.0,1.0
m222.ply,1.0,1.0,1.0
m236.ply,1.0,1.0,1.0
m16.ply,1.0,1.0,1.0
m154.ply,1.0,1.0,1.0
m140.ply,1.0,1.0,1.0
m168.ply,1.0,1.0,1.0
m197.ply,1.0,1.0,1.0
m183.ply,1.0,1.0,1.0
m195.ply,1.0,1.0,1.0
m181.ply,1.0,1.0,1.0
m156.ply,1.0,1.0,1.0
m142.ply,1.0,1.0,1.0
m14.ply,1.0,1.0,1.0
m28.ply,1.0,1.0,1.0
m208.ply,1.0,1.0,1.0
m220.ply,1.0,1.0,1.0
m234.ply,1.0,1.0,1.0
m3.ply,1.0,1.0,1.0
m2.ply,1.0,1.0,1.0
m235.ply,1.0,1.0,1.0
m221.ply,1.0,1.0,1.0
m209.ply,1.0,1.0,1.0
m29.ply,1.0,1.0,1.0
m15.ply,1.0,1.0,1.0
m143.ply,1.0,1.0,1.0
m157.ply,1.0,1.0,1.0
m180.ply,1.0,1.0,1.0
m194.ply,1.0,1.0,1.0
m199.ply,1.0,1.0,1.0
m172.ply,1.0,1.0,1.0
m166.ply,1.0,1.0,1.0
m18.ply,1.0,1.0,1.0
m24.ply,1.0,1.0,1.0
m30.ply,1.0,1.0,1.0
m204.ply,1.0,1.0,1.0
m210.ply,1.0,1.0,1.0
m238.ply,1.0,1.0,1.0
m239.ply,1.0,1.0,1.0
m211.ply,1.0,1.0,1.0
m205.ply,1.0,1.0,1.0
m31.ply,1.0,1.0,1.0
m25.ply,1.0,1.0,1.0
m19.ply,1.0,1.0,1.0
m167.ply,1.0,1.0,1.0
m173.ply,1.0,1.0,1.0
m198.ply,1.0,1.0,1.0
m165.ply,1.0,1.0,1.0
m171.ply,1.0,1.0,1.0
m159.ply,1.0,1.0,1.0
m33.ply,1.0,1.0,1.0
m27.ply,1.0,1.0,1.0
m213.ply,1.0,1.0,1.0
m207.ply,1.0,1.0,1.0
m206.ply,1.0,1.0,1.0
m212.ply,1.0,1.0,1.0
m26.ply,1.0,1.0,1.0
m32.ply,1.0,1.0,1.0
m158.ply,1.0,1.0,1.0
m170.ply,1.0,1.0,1.0
m164.ply,1.0,1.0,1.0
m148.ply,1.0,1.0,1.0
m160.ply,1.0,1.0,1.0
m174.ply,1.0,1.0,1.0
m36.ply,1.0,1.0,1.0
m22.ply,1.0,1.0,1.0
m216.ply,1.0,1.0,1.0
m202.ply,1.0,1.0,1.0
m9.ply,1.0,1.0,1.0
m8.ply,1.0,1.0,1.0
m203.ply,1.0,1.0,1.0
m217.ply,1.0,1.0,1.0
m23.ply,1.0,1.0,1.0
m37.ply,1.0,1.0,1.0
m175.ply,1.0,1.0,1.0
m161.ply,1.0,1.0,1.0
m149.ply,1.0,1.0,1.0
m188.ply,1.0,1.0,1.0
m177.ply,1.0,1.0,1.0
m163.ply,1.0,1.0,1.0
m21.ply,1.0,1.0,1.0
m35.ply,1.0,1.0,1.0
m229.ply,1.0,1.0,1.0
m201.ply,1.0,1.0,1.0
m215.ply,1.0,1.0,1.0
m214.ply,1.0,1.0,1.0
m200.ply,1.0,1.0,1.0
m228.ply,1.0,1.0,1.0
m34.ply,1.0,1.0,1.0
m20.ply,1.0,1.0,1.0
m162.ply,1.0,1.0,1.0
m176.ply,1.0,1.0,1.0
m189.ply,1.0,1.0,1.0
m111.ply,1.0,1.0,1.0
m105.ply,1.0,1.0,1.0
m139.ply,1.0,1.0,1.0
m47.ply,1.0,1.0,1.0
m53.ply,1.0,1.0,1.0
m267.ply,1.0,1.0,1.0
m273.ply,1.0,1.0,1.0
m84.ply,1.0,1.0,1.0
m90.ply,1.0,1.0,1.0
m91.ply,1.0,1.0,1.0
m85.ply,1.0,1.0,1.0
m272.ply,1.0,1.0,1.0
m266.ply,1.0,1.0,1.0
m52.ply,1.0,1.0,1.0
m46.ply,-1.0,1.0,1.0
m138.ply,1.0,1.0,1.0
m104.ply,1.0,1.0,1.0
m110.ply,1.0,1.0,1.0
m106.ply,1.0,1.0,1.0
m112.ply,1.0,1.0,1.0
m78.ply,1.0,1.0,1.0
m50.ply,1.0,1.0,1.0
m44.ply,1.0,1.0,1.0
m270.ply,1.0,1.0,1.0
m264.ply,1.0,1.0,1.0
m93.ply,1.0,1.0,1.0
m258.ply,1.0,1.0,1.0
m87.ply,1.0,1.0,1.0
m259.ply,1.0,1.0,1.0
m86.ply,1.0,1.0,1.0
m92.ply,1.0,1.0,1.0
m265.ply,1.0,1.0,1.0
m271.ply,1.0,1.0,1.0
m45.ply,1.0,1.0,1.0
m51.ply,1.0,1.0,1.0
m79.ply,1.0,1.0,1.0
m107.ply,1.0,1.0,1.0
m103.ply,1.0,1.0,1.0
m55.ply,1.0,1.0,1.0
m41.ply,1.0,1.0,1.0
m69.ply,1.0,1.0,1.0
m249.ply,1.0,1.0,1.0
m96.ply,1.0,1.0,1.0
m82.ply,1.0,1.0,1.0
m275.ply,1.0,1.0,1.0
m261.ply,1.0,1.0,1.0
m260.ply,1.0,1.0,1.0
m274.ply,1.0,1.0,1.0
m83.ply,1.0,1.0,1.0
m248.ply,-1.0,1.0,-1.0
m97.ply,1.0,1.0,1.0
m68.ply,1.0,1.0,1.0
m40.ply,1.0,1.0,1.0
m54.ply,1.0,1.0,1.0
m102.ply,1.0,1.0,1.0
m128.ply,1.0,1.0,1.0
m100.ply,1.0,1.0,1.0
m42.ply,1.0,1.0,1.0
m56.ply,1.0,1.0,1.0
m81.ply,1.0,1.0,1.0
m95.ply,1.0,1.0,1.0
m262.ply,1.0,1.0,1.0
m276.ply,1.0,1.0,1.0
m277.ply,1.0,1.0,1.0
m263.ply,1.0,1.0,1.0
m94.ply,1.0,1.0,1.0
m80.ply,1.0,1.0,1.0
m57.ply,1.0,1.0,1.0
m43.ply,1.0,1.0,1.0
m101.ply,1.0,1.0,1.0
m129.ply,1.0,1.0,1.0
m695.ply,1.0,1.0,1.0
m681.ply,1.0,1.0,1.0
m656.ply,1.0,1.0,1.0
m642.ply,1.0,1.0,1.0
m497.ply,1.0,1.0,1.0
m483.ply,1.0,1.0,1.0
m1718.ply,-1.0,1.0,-1.0
m1730.ply,1.0,1.0,1.0
m1724.ply,1.0,1.0,1.0
m534.ply,1.0,1.0,1.0
m508.ply,1.0,1.0,1.0
m722.ply,1.0,1.0,1.0
m723.ply,1.0,1.0,1.0
m509.ply,1.0,1.0,1.0
m535.ply,1.0,1.0,1.0
m521.ply,1.0,1.0,1.0
m1725.ply,1.0,1.0,1.0
m1731.ply,1.0,1.0,1.0
m1719.ply,1.0,1.0,1.0
m482.ply,1.0,1.0,1.0
m496.ply,1.0,1.0,1.0
m643.ply,1.0,1.0,1.0
m657.ply,1.0,1.0,1.0
m680.ply,1.0,1.0,1.0
m694.ply,1.0,1.0,1.0
m682.ply,1.0,1.0,1.0
m696.ply,1.0,1.0,1.0
m641.ply,1.0,1.0,1.0
m655.ply,1.0,1.0,1.0
m669.ply,1.0,-1.0,-1.0
m1109.ply,1.0,1.0,1.0
m494.ply,1.0,1.0,1.0
m1727.ply,1.0,1.0,1.0
m1733.ply,1.0,1.0,1.0
m537.ply,1.0,1.0,1.0
m523.ply,1.0,1.0,1.0
m721.ply,1.0,1.0,1.0
m709.ply,1.0,1.0,1.0
m708.ply,1.0,1.0,1.0
m720.ply,1.0,1.0,1.0
m522.ply,1.0,1.0,1.0
m536.ply,1.0,1.0,1.0
m1732.ply,1.0,1.0,1.0
m1726.ply,1.0,1.0,1.0
m495.ply,1.0,1.0,1.0
m1108.ply,1.0,1.0,1.0
m668.ply,1.0,1.0,1.0
m654.ply,1.0,1.0,1.0
m640.ply,1.0,-1.0,-1.0
m697.ply,1.0,1.0,1.0
m683.ply,1.0,1.0,1.0
m687.ply,1.0,1.0,1.0
m693.ply,1.0,1.0,1.0
m678.ply,1.0,1.0,1.0
m644.ply,1.0,1.0,1.0
m650.ply,-1.0,1.0,-1.0
m485.ply,1.0,1.0,1.0
m491.ply,1.0,1.0,1.0
m1722.ply,1.0,1.0,1.0
m1736.ply,1.0,1.0,1.0
m532.ply,1.0,1.0,1.0
m526.ply,1.0,1.0,1.0
m718.ply,1.0,1.0,1.0
m730.ply,1.0,1.0,1.0
m724.ply,1.0,1.0,1.0
m725.ply,1.0,1.0,1.0
m731.ply,1.0,1.0,1.0
m719.ply,1.0,1.0,1.0
m527.ply,1.0,1.0,1.0
m533.ply,1.0,1.0,1.0
m1737.ply,1.0,1.0,1.0
m1723.ply,1.0,1.0,1.0
m490.ply,1.0,1.0,1.0
m484.ply,1.0,1.0,1.0
m651.ply,1.0,1.0,1.0
m645.ply,1.0,1.0,1.0
m679.ply,1.0,1.0,1.0
m692.ply,1.0,1.0,1.0
m686.ply,1.0,1.0,1.0
m690.ply,1.0,1.0,1.0
m684.ply,1.0,1.0,1.0
m653.ply,1.0,1.0,1.0
m647.ply,1.0,1.0,1.0
m1641.ply,1.0,1.0,1.0
m492.ply,1.0,1.0,1.0
m486.ply,1.0,1.0,1.0
m1669.ply,1.0,1.0,1.0
m1735.ply,1.0,1.0,1.0
m1721.ply,1.0,1.0,1.0
m1709.ply,1.0,1.0,1.0
m525.ply,1.0,1.0,1.0
m531.ply,1.0,1.0,1.0
m727.ply,1.0,1.0,1.0
m732.ply,1.0,1.0,1.0
m726.ply,1.0,1.0,1.0
m530.ply,1.0,1.0,1.0
m524.ply,1.0,1.0,1.0
m1708.ply,1.0,1.0,1.0
m1720.ply,1.0,1.0,1.0
m1734.ply,1.0,1.0,1.0
m487.ply,1.0,1.0,1.0
m1668.ply,1.0,1.0,1.0
m493.ply,1.0,1.0,1.0
m1640.ply,1.0,1.0,1.0
m646.ply,1.0,1.0,1.0
m652.ply,1.0,1.0,1.0
m685.ply,1.0,1.0,1.0
m691.ply,1.0,1.0,1.0
m635.ply,1.0,-1.0,-1.0
m609.ply,1.0,1.0,1.0
m1627.ply,1.0,1.0,1.0
m1633.ply,1.0,1.0,1.0
m1800.ply,1.0,1.0,1.0
m580.ply,1.0,1.0,1.0
m594.ply,1.0,1.0,1.0
m1753.ply,1.0,1.0,1.0
m1747.ply,1.0,1.0,1.0
m543.ply,1.0,1.0,1.0
m557.ply,1.0,1.0,1.0
m1790.ply,1.0,1.0,1.0
m755.ply,1.0,1.0,1.0
m1592.ply,1.0,1.0,1.0
m1593.ply,1.0,1.0,1.0
m754.ply,1.0,1.0,1.0
m1791.ply,1.0,1.0,1.0
m556.ply,1.0,1.0,1.0
m542.ply,1.0,1.0,1.0
m1746.ply,1.0,1.0,1.0
m1752.ply,1.0,1.0,1.0
m595.ply,1.0,1.0,1.0
m581.ply,1.0,1.0,1.0
m1801.ply,1.0,1.0,1.0
m1632.ply,1.0,1.0,1.0
m1626.ply,1.0,1.0,1.0
m608.ply,1.0,1.0,1.0
m634.ply,1.0,1.0,1.0
m636.ply,1.0,1.0,1.0
m1618.ply,1.0,1.0,1.0
m1630.ply,1.0,1.0,1.0
m1778.ply,1.0,1.0,1.0
m597.ply,1.0,1.0,1.0
m583.ply,1.0,1.0,1.0
m1744.ply,1.0,1.0,1.0
m1750.ply,1.0,1.0,1.0
m554.ply,1.0,1.0,1.0
m540.ply,1.0,1.0,1.0
m568.ply,1.0,1.0,1.0
m1793.ply,1.0,1.0,1.0
m756.ply,1.0,1.0,1.0
m1591.ply,1.0,1.0,1.0
m1590.ply,1.0,1.0,1.0
m757.ply,1.0,1.0,1.0
m1792.ply,1.0,1.0,1.0
m569.ply,1.0,1.0,1.0
m541.ply,1.0,1.0,1.0
m555.ply,1.0,1.0,1.0
m1751.ply,1.0,1.0,1.0
m1745.ply,1.0,1.0,1.0
m582.ply,1.0,1.0,1.0
m596.ply,1.0,1.0,1.0
m1802.ply,1.0,1.0,1.0
m1631.ply,1.0,1.0,1.0
m1619.ply,1.0,1.0,1.0
m637.ply,1.0,1.0,1.0
m627.ply,1.0,1.0,1.0
m633.ply,1.0,1.0,1.0
m1635.ply,1.0,1.0,1.0
m1609.ply,1.0,1.0,1.0
m1741.ply,1.0,1.0,1.0
m592.ply,1.0,1.0,1.0
m1769.ply,1.0,1.0,1.0
m586.ply,1.0,1.0,1.0
m1796.ply,1.0,1.0,1.0
m551.ply,1.0,1.0,1.0
m545.ply,1.0,1.0,1.0
m1594.ply,-1.0,1.0,-1.0
m753.ply,1.0,1.0,1.0
m752.ply,1.0,1.0,1.0
m1595.ply,-1.0,1.0,-1.0
m544.ply,1.0,1.0,1.0
m550.ply,1.0,1.0,1.0
m1797.ply,1.0,1.0,1.0
m1768.ply,1.0,-1.0,-1.0
m587.ply,1.0,1.0,1.0
