mesh name,corner1x,corner1y,corner1z,corner2x,corner2y,corner2z,corner3x,corner3y,corner3z,corner4x,corner4y,corner4z,corner5x,corner5y,corner5z,corner6x,corner6y,corner6z,corner7x,corner7y,corner7z,corner8x,corner8y,corner8z
m1472.ply,0.025,0.025,0.025,0.406458,0.025,0.025,0.406458,0.566816,0.025,0.025,0.566816,0.025,0.025,0.025,0.975,0.406458,0.025,0.975,0.406458,0.566816,0.975,0.025,0.566816,0.975
m1466.ply,0.025,0.025,0.025,0.169516,0.025,0.025,0.169516,0.212589,0.025,0.025,0.212589,0.025,0.025,0.025,0.975,0.169516,0.025,0.975,0.169516,0.212589,0.975,0.025,0.212589,0.975
m1300.ply,0.025,0.025,0.025,0.723517,0.025,0.025,0.723517,0.173779,0.025,0.025,0.173779,0.025,0.025,0.025,0.975,0.723517,0.025,0.975,0.723517,0.173779,0.975,0.025,0.173779,0.975
m1328.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.318917,0.025,0.025,0.318917,0.025,0.025,0.025,0.789381,0.975,0.025,0.789381,0.975,0.318917,0.789381,0.025,0.318917,0.789381
m1458.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.89088,0.025,0.025,0.89088,0.025,0.025,0.025,0.554814,0.975,0.025,0.554814,0.975,0.89088,0.554814,0.025,0.89088,0.554814
m1470.ply,0.025,0.025,0.025,0.122405,0.025,0.025,0.122405,0.164154,0.025,0.025,0.164154,0.025,0.025,0.025,0.975,0.122405,0.025,0.975,0.122405,0.164154,0.975,0.025,0.164154,0.975
m1316.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.580851,0.025,0.025,0.580851,0.025,0.025,0.025,0.258243,0.975,0.025,0.258243,0.975,0.580851,0.258243,0.025,0.580851,0.258243
m1302.ply,0.025,0.025,0.025,0.211885,0.025,0.025,0.211885,0.289754,0.025,0.025,0.289754,0.025,0.025,0.025,0.975,0.211885,0.025,0.975,0.211885,0.289754,0.975,0.025,0.289754,0.975
m1464.ply,0.025,0.025,0.025,0.19372,0.025,0.025,0.19372,0.342441,0.025,0.025,0.342441,0.025,0.025,0.025,0.975,0.19372,0.025,0.975,0.19372,0.342441,0.975,0.025,0.342441,0.975
m1128.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.967087,0.025,0.025,0.967087,0.025,0.025,0.025,0.241951,0.975,0.025,0.241951,0.975,0.967087,0.241951,0.025,0.967087,0.241951
m1538.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.275461,0.025,0.025,0.275461,0.025,0.025,0.025,0.417512,0.975,0.025,0.417512,0.975,0.275461,0.417512,0.025,0.275461,0.417512
m1504.ply,0.025,0.025,0.025,0.450467,0.025,0.025,0.450467,0.212706,0.025,0.025,0.212706,0.025,0.025,0.025,0.975,0.450467,0.025,0.975,0.450467,0.212706,0.975,0.025,0.212706,0.975
m1262.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.654949,0.025,0.025,0.654949,0.025,0.025,0.025,0.227855,0.975,0.025,0.227855,0.975,0.654949,0.227855,0.025,0.654949,0.227855
m1276.ply,0.025,0.025,0.025,0.431339,0.025,0.025,0.431339,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.107863,0.431339,0.025,0.107863,0.431339,0.975,0.107863,0.025,0.975,0.107863
m1510.ply,0.025,0.025,0.025,0.488036,0.025,0.025,0.488036,0.245331,0.025,0.025,0.245331,0.025,0.025,0.025,0.975,0.488036,0.025,0.975,0.488036,0.245331,0.975,0.025,0.245331,0.975
m1289.ply,0.0489927,0.025,0.025,0.740259,0.025,0.025,0.740259,0.975,0.025,0.0489927,0.975,0.025,0.0489927,0.025,0.235926,0.740259,0.025,0.235926,0.740259,0.975,0.235926,0.0489927,0.975,0.235926
m1288.ply,0.025,0.025,0.025,0.690907,0.025,0.025,0.690907,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.240696,0.690907,0.025,0.240696,0.690907,0.975,0.240696,0.025,0.975,0.240696
m1277.ply,0.0252794,0.025,0.0277941,0.47961,0.025,0.0277941,0.47961,0.975,0.0277941,0.0252794,0.975,0.0277941,0.0252794,0.025,0.118603,0.47961,0.025,0.118603,0.47961,0.975,0.118603,0.0252794,0.975,0.118603
m1511.ply,0.025,0.025,0.025,0.58091,0.025,0.025,0.58091,0.250914,0.025,0.025,0.250914,0.025,0.025,0.025,0.975,0.58091,0.025,0.975,0.58091,0.250914,0.975,0.025,0.250914,0.975
m1505.ply,0.025,0.025,0.025,0.391308,0.025,0.025,0.391308,0.210469,0.025,0.025,0.210469,0.025,0.025,0.025,0.975,0.391308,0.025,0.975,0.391308,0.210469,0.975,0.025,0.210469,0.975
m1263.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.918087,0.025,0.025,0.918087,0.025,0.025,0.025,0.273664,0.975,0.025,0.273664,0.975,0.918087,0.273664,0.025,0.918087,0.273664
m1539.ply,0.025,0.025,0.025,0.47597,0.025,0.025,0.47597,0.281105,0.025,0.025,0.281105,0.025,0.025,0.025,0.975,0.47597,0.025,0.975,0.47597,0.281105,0.975,0.025,0.281105,0.975
m1129.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.346551,0.025,0.025,0.346551,0.025,0.025,0.025,0.699508,0.975,0.025,0.699508,0.975,0.346551,0.699508,0.025,0.346551,0.699508
m1303.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.332926,0.025,0.025,0.332926,0.025,0.025,0.025,0.703571,0.975,0.025,0.703571,0.975,0.332926,0.703571,0.025,0.332926,0.703571
m1465.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.227252,0.025,0.025,0.227252,0.025,0.025,0.025,0.151762,0.975,0.025,0.151762,0.975,0.227252,0.151762,0.025,0.227252,0.151762
m1471.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.350313,0.025,0.025,0.350313,0.025,0.025,0.025,0.453156,0.975,0.025,0.453156,0.975,0.350313,0.453156,0.025,0.350313,0.453156
m1317.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.669317,0.025,0.025,0.669317,0.025,0.025,0.025,0.224073,0.975,0.025,0.224073,0.975,0.669317,0.224073,0.025,0.669317,0.224073
m1459.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.664405,0.025,0.025,0.664405,0.025,0.025,0.025,0.42026,0.975,0.025,0.42026,0.975,0.664405,0.42026,0.025,0.664405,0.42026
m1313.ply,0.025,0.025,0.025,0.813506,0.025,0.025,0.813506,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.29115,0.813506,0.025,0.29115,0.813506,0.975,0.29115,0.025,0.975,0.29115
m1475.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.513449,0.025,0.025,0.513449,0.025,0.025,0.025,0.232333,0.975,0.025,0.232333,0.975,0.513449,0.232333,0.025,0.513449,0.232333
m1461.ply,0.025,0.025,0.025,0.718676,0.025,0.025,0.718676,0.513399,0.025,0.025,0.513399,0.025,0.025,0.025,0.975,0.718676,0.025,0.975,0.718676,0.513399,0.975,0.025,0.513399,0.975
m1307.ply,0.025,0.025,0.025,0.753955,0.025,0.025,0.753955,0.336938,0.025,0.025,0.336938,0.025,0.025,0.025,0.975,0.753955,0.025,0.975,0.753955,0.336938,0.975,0.025,0.336938,0.975
m1449.ply,0.025,0.025,0.025,0.223899,0.025,0.025,0.223899,0.849298,0.025,0.025,0.849298,0.025,0.025,0.025,0.975,0.223899,0.025,0.975,0.223899,0.849298,0.975,0.025,0.849298,0.975
m1139.ply,0.025,0.025,0.025,0.647434,0.025,0.025,0.647434,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.274384,0.647434,0.025,0.274384,0.647434,0.975,0.274384,0.025,0.975,0.274384
m1267.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.906445,0.025,0.025,0.906445,0.025,0.025,0.025,0.188165,0.975,0.025,0.188165,0.975,0.906445,0.188165,0.025,0.906445,0.188165
m1501.ply,0.025,0.025,0.025,0.535999,0.025,0.025,0.535999,0.428273,0.025,0.025,0.428273,0.025,0.025,0.025,0.975,0.535999,0.025,0.975,0.535999,0.428273,0.975,0.025,0.428273,0.975
m1515.ply,0.025,0.025,0.025,0.496361,0.025,0.025,0.496361,0.238391,0.025,0.025,0.238391,0.025,0.025,0.025,0.975,0.496361,0.025,0.975,0.496361,0.238391,0.975,0.025,0.238391,0.975
m1273.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.547667,0.025,0.025,0.547667,0.025,0.025,0.025,0.148437,0.975,0.025,0.148437,0.975,0.547667,0.148437,0.025,0.547667,0.148437
m1529.ply,0.025,0.025,0.025,0.428029,0.025,0.025,0.428029,0.332668,0.025,0.025,0.332668,0.025,0.025,0.025,0.975,0.428029,0.025,0.975,0.428029,0.332668,0.975,0.025,0.332668,0.975
m739.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.413635,0.975,0.025,0.413635,0.975,0.975,0.413635,0.025,0.975,0.413635
m1298.ply,0.025,0.025,0.025,0.726536,0.025,0.025,0.726536,0.315065,0.025,0.025,0.315065,0.025,0.025,0.025,0.975,0.726536,0.025,0.975,0.726536,0.315065,0.975,0.025,0.315065,0.975
m1299.ply,0.025,0.025,0.025,0.632283,0.025,0.025,0.632283,0.5868,0.025,0.025,0.5868,0.025,0.025,0.025,0.975,0.632283,0.025,0.975,0.632283,0.5868,0.975,0.025,0.5868,0.975
m738.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.502082,0.975,0.025,0.502082,0.975,0.975,0.502082,0.025,0.975,0.502082
m1528.ply,0.025,0.025,0.025,0.374326,0.025,0.025,0.374326,0.280749,0.025,0.025,0.280749,0.025,0.025,0.025,0.975,0.374326,0.025,0.975,0.374326,0.280749,0.975,0.025,0.280749,0.975
m1514.ply,0.025,0.025,0.025,0.457041,0.025,0.025,0.457041,0.260765,0.025,0.025,0.260765,0.025,0.025,0.025,0.975,0.457041,0.025,0.975,0.457041,0.260765,0.975,0.025,0.260765,0.975
m1272.ply,0.025,0.025,0.025,0.71711,0.025,0.025,0.71711,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.140802,0.71711,0.025,0.140802,0.71711,0.975,0.140802,0.025,0.975,0.140802
m1266.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.685512,0.025,0.025,0.685512,0.025,0.025,0.025,0.200851,0.975,0.025,0.200851,0.975,0.685512,0.200851,0.025,0.685512,0.200851
m1500.ply,0.025,0.025,0.025,0.427681,0.025,0.025,0.427681,0.380906,0.025,0.025,0.380906,0.025,0.025,0.025,0.975,0.427681,0.025,0.975,0.427681,0.380906,0.975,0.025,0.380906,0.975
m1138.ply,0.0524947,0.025,0.025,0.975,0.025,0.025,0.975,0.907034,0.025,0.0524947,0.907034,0.025,0.0524947,0.025,0.377887,0.975,0.025,0.377887,0.975,0.907034,0.377887,0.0524947,0.907034,0.377887
m1448.ply,0.025,0.025,0.025,0.186087,0.025,0.025,0.186087,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.681739,0.186087,0.025,0.681739,0.186087,0.975,0.681739,0.025,0.975,0.681739
m1460.ply,0.025,0.025,0.025,0.677889,0.025,0.025,0.677889,0.518839,0.025,0.025,0.518839,0.025,0.025,0.025,0.975,0.677889,0.025,0.975,0.677889,0.518839,0.975,0.025,0.518839,0.975
m1306.ply,0.025,0.025,0.025,0.751962,0.025,0.025,0.751962,0.310837,0.025,0.025,0.310837,0.025,0.025,0.025,0.975,0.751962,0.025,0.975,0.751962,0.310837,0.975,0.025,0.310837,0.975
m1312.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.311245,0.025,0.025,0.311245,0.025,0.025,0.025,0.839692,0.975,0.025,0.839692,0.975,0.311245,0.839692,0.025,0.311245,0.839692
m1474.ply,0.025,0.025,0.025,0.23162,0.025,0.025,0.23162,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.597067,0.23162,0.025,0.597067,0.23162,0.975,0.597067,0.025,0.975,0.597067
m1304.ply,0.025,0.025,0.025,0.266506,0.025,0.025,0.266506,0.373271,0.025,0.025,0.373271,0.025,0.025,0.025,0.975,0.266506,0.025,0.975,0.266506,0.373271,0.975,0.025,0.373271,0.975
m1462.ply,0.025,0.025,0.025,0.548358,0.025,0.025,0.548358,0.524952,0.025,0.025,0.524952,0.025,0.025,0.025,0.975,0.548358,0.025,0.975,0.548358,0.524952,0.975,0.025,0.524952,0.975
m1476.ply,0.025,0.025,0.025,0.299675,0.025,0.025,0.299675,0.574723,0.025,0.025,0.574723,0.025,0.025,0.025,0.975,0.299675,0.025,0.975,0.299675,0.574723,0.975,0.025,0.574723,0.975
m1310.ply,0.025,0.025,0.025,0.77452,0.025,0.025,0.77452,0.29927,0.025,0.025,0.29927,0.025,0.025,0.025,0.975,0.77452,0.025,0.975,0.77452,0.29927,0.975,0.025,0.29927,0.975
m1338.ply,0.025,0.025,0.025,0.933058,0.025,0.025,0.933058,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.937901,0.933058,0.025,0.937901,0.933058,0.975,0.937901,0.025,0.975,0.937901
m1489.ply,0.025,0.025,0.025,0.505159,0.025,0.025,0.505159,0.495657,0.025,0.025,0.495657,0.025,0.025,0.025,0.975,0.505159,0.025,0.975,0.505159,0.495657,0.975,0.025,0.495657,0.975
m1270.ply,0.025,0.025,0.025,0.448754,0.025,0.025,0.448754,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.12963,0.448754,0.025,0.12963,0.448754,0.975,0.12963,0.025,0.975,0.12963
m1516.ply,0.025,0.025,0.025,0.422411,0.025,0.025,0.422411,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.288768,0.422411,0.025,0.288768,0.422411,0.975,0.288768,0.025,0.975,0.288768
m1502.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.206406,0.025,0.025,0.206406,0.025,0.025,0.025,0.504835,0.975,0.025,0.504835,0.975,0.206406,0.504835,0.025,0.206406,0.504835
m1264.ply,0.025,0.025,0.025,0.857277,0.025,0.025,0.857277,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.248069,0.857277,0.025,0.248069,0.857277,0.975,0.248069,0.025,0.975,0.248069
m1258.ply,0.025,0.025,0.025,0.697772,0.025,0.025,0.697772,0.283484,0.025,0.025,0.283484,0.025,0.025,0.025,0.975,0.697772,0.025,0.975,0.697772,0.283484,0.975,0.025,0.283484,0.975
m1259.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.677761,0.025,0.025,0.677761,0.025,0.025,0.025,0.322062,0.975,0.025,0.322062,0.975,0.677761,0.322062,0.025,0.677761,0.322062
m1503.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.216294,0.025,0.025,0.216294,0.025,0.025,0.025,0.201974,0.975,0.025,0.201974,0.975,0.216294,0.201974,0.025,0.216294,0.201974
m1265.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.149523,0.025,0.025,0.149523,0.025,0.025,0.025,0.383441,0.975,0.025,0.383441,0.975,0.149523,0.383441,0.025,0.149523,0.383441
m1271.ply,0.025,0.025,0.025,0.449345,0.025,0.025,0.449345,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.168981,0.449345,0.025,0.168981,0.449345,0.975,0.168981,0.025,0.975,0.168981
m1517.ply,0.025,0.025,0.025,0.438897,0.025,0.025,0.438897,0.324205,0.025,0.025,0.324205,0.025,0.025,0.025,0.975,0.438897,0.025,0.975,0.438897,0.324205,0.975,0.025,0.324205,0.975
m1488.ply,0.025,0.025,0.025,0.568805,0.025,0.025,0.568805,0.50681,0.025,0.025,0.50681,0.025,0.025,0.025,0.975,0.568805,0.025,0.975,0.568805,0.50681,0.975,0.025,0.50681,0.975
m1339.ply,0.025,0.025,0.025,0.607072,0.025,0.025,0.607072,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.626812,0.607072,0.025,0.626812,0.607072,0.975,0.626812,0.025,0.975,0.626812
m1477.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.616046,0.025,0.025,0.616046,0.025,0.025,0.025,0.376031,0.975,0.025,0.376031,0.975,0.616046,0.376031,0.025,0.616046,0.376031
m1311.ply,0.025,0.025,0.025,0.851879,0.025,0.025,0.851879,0.20723,0.025,0.025,0.20723,0.025,0.025,0.025,0.975,0.851879,0.025,0.975,0.851879,0.20723,0.975,0.025,0.20723,0.975
m1305.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.271097,0.025,0.025,0.271097,0.025,0.025,0.025,0.166684,0.975,0.025,0.166684,0.975,0.271097,0.166684,0.025,0.271097,0.166684
m1463.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.164155,0.025,0.025,0.164155,0.025,0.025,0.025,0.12241,0.975,0.025,0.12241,0.975,0.164155,0.12241,0.025,0.164155,0.12241
m1056.ply,0.025,0.025,0.025,0.651355,0.025,0.025,0.651355,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.740198,0.651355,0.025,0.740198,0.651355,0.975,0.740198,0.025,0.975,0.740198
m1042.ply,0.025,0.025,0.025,0.881251,0.025,0.025,0.881251,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.88262,0.881251,0.025,0.88262,0.881251,0.975,0.88262,0.025,0.975,0.88262
m1095.ply,0.025,0.025,0.025,0.965689,0.025,0.025,0.965689,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.951578,0.965689,0.025,0.951578,0.965689,0.975,0.951578,0.025,0.975,0.951578
m1081.ply,0.025,0.025,0.025,0.740435,0.025,0.025,0.740435,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.73724,0.740435,0.025,0.73724,0.740435,0.975,0.73724,0.025,0.975,0.73724
m1080.ply,0.025,0.025,0.025,0.766567,0.025,0.025,0.766567,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.810506,0.766567,0.025,0.810506,0.766567,0.975,0.810506,0.025,0.975,0.810506
m1094.ply,0.025,0.025,0.025,0.51999,0.025,0.025,0.51999,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.544105,0.51999,0.025,0.544105,0.51999,0.975,0.544105,0.025,0.975,0.544105
m1043.ply,0.025,0.025,0.025,0.900875,0.025,0.025,0.900875,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.906661,0.900875,0.025,0.906661,0.900875,0.975,0.906661,0.025,0.975,0.906661
m1057.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.853683,0.025,0.025,0.853683,0.025,0.025,0.025,0.901006,0.975,0.025,0.901006,0.975,0.853683,0.901006,0.025,0.853683,0.901006
m1069.ply,0.025,0.025,0.025,0.907191,0.025,0.025,0.907191,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.969888,0.907191,0.025,0.969888,0.907191,0.975,0.969888,0.025,0.975,0.969888
m1041.ply,0.025,0.025,0.025,0.705534,0.025,0.025,0.705534,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.699257,0.705534,0.025,0.699257,0.705534,0.975,0.699257,0.025,0.975,0.699257
m1055.ply,0.025,0.025,0.025,0.494956,0.025,0.025,0.494956,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.51276,0.494956,0.025,0.51276,0.494956,0.975,0.51276,0.025,0.975,0.51276
m1082.ply,0.025,0.025,0.025,0.457911,0.025,0.025,0.457911,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.436723,0.457911,0.025,0.436723,0.457911,0.975,0.436723,0.025,0.975,0.436723
m1096.ply,0.025,0.025,0.025,0.565825,0.025,0.025,0.565825,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.563253,0.565825,0.025,0.563253,0.565825,0.975,0.563253,0.025,0.975,0.563253
m1097.ply,0.025,0.025,0.025,0.418527,0.025,0.025,0.418527,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.02842,0.418527,0.025,0.02842,0.418527,0.975,0.02842,0.025,0.975,0.02842
m1083.ply,0.025,0.025,0.025,0.39661,0.025,0.025,0.39661,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.379204,0.39661,0.025,0.379204,0.39661,0.975,0.379204,0.025,0.975,0.379204
m1054.ply,0.025,0.025,0.025,0.874154,0.025,0.025,0.874154,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.859642,0.874154,0.025,0.859642,0.874154,0.975,0.859642,0.025,0.975,0.859642
m1040.ply,0.025,0.025,0.025,0.597369,0.025,0.025,0.597369,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.621006,0.597369,0.025,0.621006,0.597369,0.975,0.621006,0.025,0.975,0.621006
m1068.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.853683,0.025,0.025,0.853683,0.025,0.025,0.025,0.901006,0.975,0.025,0.901006,0.975,0.853683,0.901006,0.025,0.853683,0.901006
m1044.ply,0.025,0.025,0.025,0.615355,0.025,0.025,0.615355,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.622829,0.615355,0.025,0.622829,0.615355,0.975,0.622829,0.025,0.975,0.622829
m1050.ply,0.025,0.025,0.025,0.581102,0.025,0.025,0.581102,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.54077,0.581102,0.025,0.54077,0.581102,0.975,0.54077,0.025,0.975,0.54077
m1078.ply,0.025,0.025,0.025,0.271474,0.025,0.025,0.271474,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.398059,0.271474,0.025,0.398059,0.271474,0.975,0.398059,0.025,0.975,0.398059
m1087.ply,0.025,0.025,0.025,0.71247,0.025,0.025,0.71247,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.730928,0.71247,0.025,0.730928,0.71247,0.975,0.730928,0.025,0.975,0.730928
m1093.ply,0.025,0.025,0.025,0.875567,0.025,0.025,0.875567,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.793233,0.875567,0.025,0.793233,0.875567,0.975,0.793233,0.025,0.975,0.793233
m1092.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.747408,0.025,0.025,0.747408,0.025,0.025,0.025,0.933538,0.975,0.025,0.933538,0.975,0.747408,0.933538,0.025,0.747408,0.933538
m1086.ply,0.025,0.025,0.025,0.322071,0.025,0.025,0.322071,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.333301,0.322071,0.025,0.333301,0.322071,0.975,0.333301,0.025,0.975,0.333301
m1079.ply,0.025,0.025,0.025,0.291,0.025,0.025,0.291,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.277981,0.291,0.025,0.277981,0.291,0.975,0.277981,0.025,0.975,0.277981
m1051.ply,0.025,0.025,0.025,0.752835,0.025,0.025,0.752835,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.656532,0.752835,0.025,0.656532,0.752835,0.975,0.656532,0.025,0.975,0.656532
m1045.ply,0.025,0.025,0.025,0.621649,0.025,0.025,0.621649,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.622829,0.621649,0.025,0.622829,0.621649,0.975,0.622829,0.025,0.975,0.622829
m1053.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.900319,0.025,0.025,0.900319,0.025,0.025,0.025,0.75232,0.975,0.025,0.75232,0.975,0.900319,0.75232,0.025,0.900319,0.75232
m1047.ply,0.025,0.025,0.025,0.52462,0.025,0.025,0.52462,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.560969,0.52462,0.025,0.560969,0.52462,0.975,0.560969,0.025,0.975,0.560969
m1090.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.69057,0.025,0.025,0.69057,0.025,0.025,0.025,0.759382,0.975,0.025,0.759382,0.975,0.69057,0.759382,0.025,0.69057,0.759382
m1084.ply,0.025,0.025,0.025,0.405609,0.025,0.025,0.405609,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.410051,0.405609,0.025,0.410051,0.405609,0.975,0.410051,0.025,0.975,0.410051
m1085.ply,0.025,0.025,0.025,0.421462,0.025,0.025,0.421462,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.436807,0.421462,0.025,0.436807,0.421462,0.975,0.436807,0.025,0.975,0.436807
m1091.ply,0.025,0.025,0.025,0.563717,0.025,0.025,0.563717,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.638287,0.563717,0.025,0.638287,0.563717,0.975,0.638287,0.025,0.975,0.638287
m1046.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.900319,0.025,0.025,0.900319,0.025,0.025,0.025,0.75232,0.975,0.025,0.75232,0.975,0.900319,0.75232,0.025,0.900319,0.75232
m1052.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.928908,0.025,0.025,0.928908,0.025,0.025,0.025,0.915534,0.975,0.025,0.915534,0.975,0.928908,0.915534,0.025,0.928908,0.915534
m1009.ply,0.025,0.025,0.025,0.640569,0.025,0.025,0.640569,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.641004,0.640569,0.025,0.641004,0.640569,0.975,0.641004,0.025,0.975,0.641004
m1035.ply,0.025,0.025,0.025,0.876645,0.025,0.025,0.876645,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.750467,0.876645,0.025,0.750467,0.876645,0.975,0.750467,0.025,0.975,0.750467
m1021.ply,0.025,0.025,0.025,0.903845,0.025,0.025,0.903845,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.90316,0.903845,0.025,0.90316,0.903845,0.975,0.90316,0.025,0.975,0.90316
m966.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.446096,0.025,0.025,0.446096,0.025,0.025,0.025,0.896805,0.975,0.025,0.896805,0.975,0.446096,0.896805,0.025,0.446096,0.896805
m972.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.634839,0.025,0.025,0.634839,0.025,0.025,0.025,0.609769,0.975,0.025,0.609769,0.975,0.634839,0.609769,0.025,0.634839,0.609769
m999.ply,0.025,0.025,0.025,0.805219,0.025,0.025,0.805219,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.646627,0.805219,0.025,0.646627,0.805219,0.975,0.646627,0.025,0.975,0.646627
m998.ply,0.025,0.025,0.025,0.550817,0.025,0.025,0.550817,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.506435,0.550817,0.025,0.506435,0.550817,0.975,0.506435,0.025,0.975,0.506435
m973.ply,0.025,0.025,0.025,0.679426,0.025,0.025,0.679426,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.557929,0.679426,0.025,0.557929,0.679426,0.975,0.557929,0.025,0.975,0.557929
m967.ply,0.025,0.025,0.025,0.200176,0.025,0.025,0.200176,0.471886,0.025,0.025,0.471886,0.025,0.025,0.025,0.975,0.200176,0.025,0.975,0.200176,0.471886,0.975,0.025,0.471886,0.975
m1020.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.836636,0.025,0.025,0.836636,0.025,0.025,0.025,0.851268,0.975,0.025,0.851268,0.975,0.836636,0.851268,0.025,0.836636,0.851268
m1034.ply,0.025,0.025,0.025,0.38689,0.025,0.025,0.38689,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.485104,0.38689,0.025,0.485104,0.38689,0.975,0.485104,0.025,0.975,0.485104
m1008.ply,0.025,0.025,0.025,0.92355,0.025,0.025,0.92355,0.808322,0.025,0.025,0.808322,0.025,0.025,0.025,0.975,0.92355,0.025,0.975,0.92355,0.808322,0.975,0.025,0.808322,0.975
