mesh_name,category,n_vertices,n_faces,d_centroid_origin
m1305.ply,vehicle,3221,6400,5.363603787923593e-09
m1463.ply,vehicle,3216,6400,5.295612453860589e-09
m1056.ply,plant,9257,6400,1.0631515351617628e-08
m1042.ply,plant,12367,6399,3.3616834273275057e-09
m1095.ply,plant,3846,5780,8.29946316586463e-09
m1081.ply,plant,8714,6400,3.165817700661283e-09
m1080.ply,plant,15875,6400,6.758513994071037e-09
m1094.ply,plant,3818,5760,6.3161093542822034e-09
m1043.ply,plant,10246,6400,6.325210398493963e-09
m1057.ply,plant,3210,6398,1.6811565012114615e-08
m1069.ply,plant,7342,6400,9.422193716372643e-09
m1041.ply,plant,12317,6400,1.214691154658818e-09
m1055.ply,plant,14585,6400,5.975402177512866e-09
m1082.ply,plant,3213,6400,2.2820828759872985e-09
m1096.ply,plant,3039,5504,3.378421344557124e-09
m1097.ply,plant,4250,7936,2.26071056746015e-09
m1083.ply,plant,12548,6400,1.7163043951795588e-09
m1054.ply,plant,12752,6042,4.4128187648791235e-09
m1040.ply,plant,10036,6400,7.0724557613121665e-09
m1068.ply,plant,4464,7568,6.568435632917393e-09
m1044.ply,plant,4922,6399,3.6917026998957777e-09
m1050.ply,plant,6833,6400,2.1191963757380916e-09
m1078.ply,plant,4383,6400,4.824909330877716e-09
m1087.ply,plant,8711,6400,2.930141355473404e-09
m1093.ply,plant,4330,7816,4.6651620665361654e-09
m1092.ply,plant,3218,6400,4.190791315032799e-09
m1086.ply,plant,5980,6399,1.028117689949985e-08
m1079.ply,plant,3223,6400,2.6025608083524256e-09
m1051.ply,plant,7092,6400,4.303579084452254e-09
m1045.ply,plant,9823,6400,6.671846516945878e-09
m1053.ply,plant,2921,6397,1.2349905990971973e-08
m1047.ply,plant,9336,6400,5.546133561231532e-09
m1090.ply,plant,3218,6400,8.3017343929504e-09
m1084.ply,plant,12103,6400,3.5384409607368683e-10
m1085.ply,plant,12630,6400,6.505345863409052e-10
m1091.ply,plant,3917,6400,1.6166063501012572e-09
m1046.ply,plant,2921,6397,1.2349905990971973e-08
m1052.ply,plant,4135,6400,2.487464458306447e-09
m1009.ply,plant,5075,6400,1.0815863054901688e-09
m1035.ply,plant,3359,6399,2.1599372577257055e-09
m1021.ply,plant,4793,6400,8.531510716349168e-10
m966.ply,plant,7920,5280,4.5544932525857664e-09
m972.ply,plant,4870,5647,1.352697721296459e-08
m999.ply,plant,3728,5108,5.0201497812091426e-09
m998.ply,plant,4134,7648,2.296203819996324e-08
m973.ply,plant,6166,6400,1.6194287678288094e-08
m967.ply,plant,6419,6399,1.7409899741789302e-09
m1020.ply,plant,5609,6400,2.311301654722426e-09
m1034.ply,plant,3441,6816,5.342400356041753e-09
m1008.ply,plant,4599,6400,2.955308008616215e-09
m1022.ply,plant,4894,6399,1.74588762956156e-09
m1036.ply,plant,3258,6416,2.5605436939141e-09
m971.ply,plant,5534,6400,5.676059989428466e-09
m965.ply,plant,4655,6399,6.879395543331768e-09
m964.ply,plant,4942,6400,3.4188173264551174e-09
m970.ply,plant,3302,6400,3.5986570053915628e-09
m1037.ply,plant,2508,6399,2.5629168112844764e-09
m1023.ply,plant,4636,6399,5.964271563567076e-09
m1027.ply,plant,3855,5054,5.4705751157930964e-09
m1033.ply,plant,2326,6400,5.811194187158381e-09
m974.ply,plant,3401,6208,6.5839393745420965e-09
m961.ply,plant,4501,6400,1.113854988246965e-09
m975.ply,plant,3616,7360,1.1923209233583806e-09
m1032.ply,plant,3218,6400,4.982792287957515e-09
m1026.ply,plant,4007,6400,3.977160708764997e-09
m1030.ply,plant,2602,6398,3.950104249248676e-09
m1024.ply,plant,5175,6400,7.182821795912318e-09
m1018.ply,plant,5240,6400,3.3728128343907914e-09
m963.ply,plant,4721,6400,4.014541677826777e-09
m977.ply,plant,3183,6400,3.563139796428893e-09
m988.ply,plant,3093,6000,5.170550566321746e-09
m989.ply,plant,4476,6399,3.305740212677214e-09
m976.ply,plant,4410,7556,2.383067102179569e-09
m962.ply,plant,5370,6400,2.9656402629899635e-09
m1019.ply,plant,5616,6399,1.437103662326773e-08
m1025.ply,plant,4343,6399,3.2776928003396037e-09
m1031.ply,plant,3456,6399,1.179291005277836e-09
m1028.ply,plant,6468,6399,3.6501804239264755e-09
m1014.ply,plant,7021,6400,1.3391456966826721e-09
m1000.ply,plant,5217,6400,6.828099692550191e-09
m984.ply,plant,4119,6399,2.0519209666219483e-09
m990.ply,plant,3628,6399,3.190237085678742e-09
m991.ply,plant,4867,6370,3.0358454138695766e-09
m985.ply,plant,4704,6399,1.028824045842692e-09
m1001.ply,plant,4606,6399,5.570538514403049e-09
m1015.ply,plant,3670,6399,3.361203048683893e-09
m1029.ply,plant,3236,6400,4.280637427320409e-09
m1003.ply,plant,5690,6400,2.8229797762128826e-09
m1017.ply,plant,4788,6400,1.0748129840502746e-08
m978.ply,plant,4782,6399,1.2638035506799596e-09
m993.ply,plant,3462,6399,8.095441545588776e-09
m987.ply,plant,4089,6399,1.08237866429063e-09
m986.ply,plant,3569,6400,3.385515066072117e-09
m992.ply,plant,3644,6400,2.9907328279771315e-09
m979.ply,plant,4469,6399,2.230331910124839e-09
m1016.ply,plant,4426,6400,4.079300936676754e-09
m1002.ply,plant,5443,6399,1.9991790059009855e-09
m1006.ply,plant,4933,6400,1.3192464305610483e-09
m1012.ply,plant,4187,6400,2.4820622646575655e-09
m969.ply,plant,11300,6399,1.3173014181001567e-08
m996.ply,plant,3318,6399,2.2938834557292235e-09
m982.ply,plant,3232,6400,4.54728505982808e-09
m983.ply,plant,3429,6399,7.539144759207228e-09
m997.ply,plant,4164,6400,2.6474116401231874e-09
m968.ply,plant,4794,6400,6.089515414870341e-09
m1013.ply,plant,5572,6399,1.6752549775317723e-09
m1007.ply,plant,6033,6400,4.871405075959603e-10
m1011.ply,plant,4823,6400,8.278240338767185e-09
m1005.ply,plant,5642,6400,5.81529434950501e-09
m1039.ply,plant,4259,7625,4.589910756285008e-09
m981.ply,plant,2791,6399,3.5077294827647304e-09
m995.ply,plant,5465,6400,1.828395096707795e-08
m994.ply,plant,4253,7264,1.740808449319735e-09
m980.ply,plant,3417,6399,7.466032353246732e-09
m1038.ply,plant,3522,6400,1.0893216048382667e-09
m1004.ply,plant,5810,6400,5.518842393358855e-09
m1010.ply,plant,5848,6400,3.201113122676196e-09
m1077.ply,plant,3036,5884,1.7365967140074684e-09
m1063.ply,plant,3127,6400,6.572440577979585e-09
m1088.ply,plant,9134,6400,5.140924259287445e-09
m1089.ply,plant,3328,6399,6.606442792785344e-09
m1062.ply,plant,3167,6399,3.14464344833286e-09
m1076.ply,plant,10744,6400,4.5724907493855285e-09
m1048.ply,plant,9753,6400,6.907300464564386e-09
m1060.ply,plant,3154,6399,3.876611180626211e-09
m1074.ply,plant,4806,4806,2.0245793731605917e-09
m1075.ply,plant,3172,6399,1.0761388990931908e-08
m1061.ply,plant,3872,7824,1.0759445185406799e-08
m1049.ply,plant,13431,6400,6.7602803115902345e-09
m1065.ply,plant,6961,6400,2.572624720317679e-08
m1071.ply,plant,3904,7248,1.2136447963996528e-08
m1059.ply,plant,3792,7664,4.213563069132574e-09
m1058.ply,plant,3904,7888,4.431277956126305e-09
m1070.ply,plant,4622,6400,1.740636742545924e-09
m1064.ply,plant,6124,6400,3.559398516259874e-08
m1072.ply,plant,3954,5184,1.3151386602498086e-08
m1066.ply,plant,4558,6400,5.801621447180682e-09
m1098.ply,plant,5173,6400,3.289000889157429e-09
m1067.ply,plant,3792,7024,2.668832970998061e-09
m1073.ply,plant,5132,6399,1.0614803249142358e-08
m1678.ply,miscellaneous,3543,6399,1.64635966787174e-09
m1644.ply,miscellaneous,3254,6400,8.17382170059346e-09
m1650.ply,miscellaneous,5135,5327,4.89940505365839e-09
m332.ply,miscellaneous,3202,6400,1.4170742357960808e-09
m326.ply,miscellaneous,3347,6400,1.0790107495503506e-09
m1687.ply,miscellaneous,3303,6288,8.035954422188901e-10
m1693.ply,miscellaneous,3553,6399,9.629492156452411e-09
m285.ply,miscellaneous,3160,6400,3.0665348742457664e-09
m291.ply,miscellaneous,3283,6399,2.143448494945161e-09
m520.ply,miscellaneous,3142,6399,4.422352597981981e-09
m736.ply,miscellaneous,3212,6400,3.863755225580066e-09
m290.ply,miscellaneous,3355,6399,3.6296239714094263e-09
m284.ply,miscellaneous,3202,6399,1.8546124578818912e-09
m1692.ply,miscellaneous,3300,6008,1.6173175209012493e-09
m1686.ply,miscellaneous,3244,6400,2.4787368332273914e-09
m327.ply,miscellaneous,3202,6400,1.413207796766805e-09
m333.ply,miscellaneous,3200,6400,2.530389009198077e-09
m1651.ply,miscellaneous,3714,5348,4.498257948551926e-09
m1645.ply,miscellaneous,3462,6936,7.046058496051253e-09
m1679.ply,miscellaneous,3248,6400,5.315449136931544e-09
m1653.ply,miscellaneous,5352,6400,4.179891121200198e-09
m1647.ply,miscellaneous,3620,6400,7.040481446751566e-09
m325.ply,miscellaneous,3339,6399,1.9443016426896177e-09
m331.ply,miscellaneous,3201,6399,1.7404331572337744e-09
m1690.ply,miscellaneous,3552,6752,2.0500786485714152e-09
m319.ply,miscellaneous,3397,6400,2.0757248715335543e-09
m1684.ply,miscellaneous,3206,6400,1.4288772322417847e-08
m292.ply,miscellaneous,3269,6399,2.467547468037463e-09
m286.ply,miscellaneous,3182,6400,3.972180494384501e-09
m735.ply,miscellaneous,3222,6400,5.103772827952681e-09
m734.ply,miscellaneous,4488,7264,5.421134312351168e-09
m287.ply,miscellaneous,3204,6400,2.0816623743471605e-09
m293.ply,miscellaneous,3673,7176,3.0013810807532e-09
m1685.ply,miscellaneous,3288,6400,4.363754729177454e-09
m318.ply,miscellaneous,3322,6399,2.097889772924987e-09
m1691.ply,miscellaneous,3212,6400,3.01958669624557e-09
m330.ply,miscellaneous,3190,6840,3.501793953898404e-09
m324.ply,miscellaneous,3202,6400,7.290552989147534e-10
m1646.ply,miscellaneous,4363,6399,4.657707960742616e-09
m1652.ply,miscellaneous,4275,6400,8.658660619302797e-09
m1656.ply,miscellaneous,3878,6400,1.0855845858857823e-08
m1642.ply,miscellaneous,3258,6400,1.115529830584656e-08
m1695.ply,miscellaneous,3226,6400,1.431580466792872e-09
m1681.ply,miscellaneous,3224,6400,3.793836291683687e-09
m308.ply,miscellaneous,3305,6400,2.9044529945983484e-09
m320.ply,miscellaneous,3038,5788,2.6887110525868914e-09
m334.ply,miscellaneous,3212,6400,3.2331257565251686e-09
m297.ply,miscellaneous,3414,6400,1.4763387941010106e-09
m283.ply,miscellaneous,3115,6400,2.173723892702866e-09
m296.ply,miscellaneous,3056,5832,1.156116848315905e-09
m335.ply,miscellaneous,3202,6400,6.593547866778863e-10
m321.ply,miscellaneous,3466,6399,7.434315176181293e-10
m309.ply,miscellaneous,3245,6400,4.038442900726888e-09
m1680.ply,miscellaneous,3206,6400,1.1532812395041893e-09
m1694.ply,miscellaneous,3229,6400,5.421209740901308e-09
m1643.ply,miscellaneous,3228,6400,1.1474071905809825e-09
m1657.ply,miscellaneous,3433,6399,3.3629916160318996e-09
m1655.ply,miscellaneous,6567,6399,5.242673072578943e-09
m1682.ply,miscellaneous,3291,6400,7.60253104429023e-09
m1696.ply,miscellaneous,2715,6398,5.595880205274676e-09
m337.ply,miscellaneous,3202,6400,5.705527154074895e-10
m323.ply,miscellaneous,3281,6399,1.4412744374283981e-09
m294.ply,miscellaneous,3665,7160,1.5765708174488761e-09
m519.ply,miscellaneous,3194,6399,6.248751402411399e-09
m733.ply,miscellaneous,3216,6400,1.198217481981784e-09
m518.ply,miscellaneous,3222,6400,3.978917003100551e-09
m295.ply,miscellaneous,3238,6400,6.302460182604843e-09
m322.ply,miscellaneous,3414,6400,1.4763387941010106e-09
m336.ply,miscellaneous,3202,6400,1.3977567018001222e-09
m1697.ply,miscellaneous,4073,7744,4.875145200748842e-09
m1683.ply,miscellaneous,3000,5896,2.373320224720331e-09
m1654.ply,miscellaneous,3937,6399,1.762896804231535e-09
m621.ply,miscellaneous,3079,6112,1.7201097182036714e-09
m351.ply,miscellaneous,3400,6584,1.8665323734649282e-09
m1814.ply,miscellaneous,3589,7024,3.786708277770466e-09
m345.ply,miscellaneous,3543,6399,1.2819889057050888e-09
m379.ply,miscellaneous,3198,6400,1.1977413984920488e-09
m1784.ply,miscellaneous,2531,6400,4.2311466289732686e-09
m741.ply,miscellaneous,3234,6399,2.1859856118721938e-09
m1785.ply,miscellaneous,2938,6399,6.961173851196088e-09
m378.ply,miscellaneous,3268,6400,8.988437205696223e-10
m344.ply,miscellaneous,3479,6400,3.2250630876980498e-09
m350.ply,miscellaneous,3276,6400,3.3679105297159597e-09
m620.ply,miscellaneous,3255,6400,1.5294883386928047e-09
m622.ply,miscellaneous,3278,6399,9.299417327943883e-09
m1624.ply,miscellaneous,3184,6400,2.2157412907200245e-09
m346.ply,miscellaneous,3270,6400,1.6005562567734114e-09
m352.ply,miscellaneous,3381,6400,2.986810821081292e-09
m1803.ply,miscellaneous,3297,6399,3.0881534767436113e-09
m1787.ply,miscellaneous,7057,6400,3.0831313218888676e-08
m742.ply,miscellaneous,3202,6400,1.7513094158580024e-09
m743.ply,miscellaneous,3202,6400,5.342855487963651e-09
m1786.ply,miscellaneous,3360,6400,9.926642742381403e-10
m1779.ply,miscellaneous,3296,6400,6.31331901907043e-09
m353.ply,miscellaneous,3202,6400,1.8162931641177708e-09
m347.ply,miscellaneous,2799,6400,3.1632349171119502e-09
m1625.ply,miscellaneous,3404,6399,5.433379652467944e-09
m623.ply,miscellaneous,3917,7680,1.4104043201380414e-09
m1621.ply,miscellaneous,3238,6400,1.6510499228089176e-09
m380.ply,miscellaneous,3414,6399,4.4523808585989814e-09
m343.ply,miscellaneous,3346,6399,3.1400724981816873e-09
m1812.ply,miscellaneous,3235,6399,1.1432229993096084e-08
m357.ply,miscellaneous,3052,6144,2.3861186679374666e-09
m1806.ply,miscellaneous,3467,6400,2.5747224736610344e-09
m1755.ply,miscellaneous,3227,6399,1.3679709461311171e-09
m1782.ply,miscellaneous,3271,6400,1.4650499750695014e-09
m579.ply,miscellaneous,3296,6400,4.2190494947484185e-09
m747.ply,miscellaneous,3202,6400,3.1570268985124605e-09
m746.ply,miscellaneous,3293,6400,1.9925566501946908e-09
m578.ply,miscellaneous,3817,6400,2.7468628642179996e-09
m1783.ply,miscellaneous,3112,4936,7.012282230262223e-09
m1754.ply,miscellaneous,3056,6400,6.929661074059788e-10
m356.ply,miscellaneous,3202,6400,1.891924502076966e-09
m1813.ply,miscellaneous,3247,6400,3.0559667899228523e-09
m342.ply,miscellaneous,3511,6400,1.186856487344509e-09
m381.ply,miscellaneous,3119,6400,1.7121538022735749e-09
m1620.ply,miscellaneous,2547,6398,6.433107509697305e-09
m618.ply,miscellaneous,3206,6400,1.399339931179453e-09
m624.ply,miscellaneous,3208,6400,8.271294388335352e-09
m1622.ply,miscellaneous,3186,6400,2.7720372128649633e-09
m368.ply,miscellaneous,3331,6399,1.4211995330810892e-09
m1805.ply,miscellaneous,3331,6400,9.817512545756297e-09
m354.ply,miscellaneous,3417,6816,2.8354387724393932e-09
m1811.ply,miscellaneous,2185,6400,5.035320546192816e-09
m340.ply,miscellaneous,3251,6399,1.2159283254299441e-09
m1756.ply,miscellaneous,3216,6399,3.131081189592493e-09
m1781.ply,miscellaneous,3981,6400,5.790713005565044e-09
m744.ply,miscellaneous,3721,7442,6.293774816873231e-10
m745.ply,miscellaneous,3320,6640,1.69768047783793e-09
m1780.ply,miscellaneous,3880,6400,2.54737586707722e-09
m1757.ply,miscellaneous,3171,6400,3.719530615247121e-09
m341.ply,miscellaneous,3309,6400,1.4761780525822649e-09
m355.ply,miscellaneous,3202,6400,5.711360409257595e-10
m1804.ply,miscellaneous,3216,6400,1.6624789693971528e-09
m369.ply,miscellaneous,3250,6399,7.690159360198988e-10
m1623.ply,miscellaneous,3441,6400,2.1561527054623545e-09
m619.ply,miscellaneous,3246,6400,9.672025756971626e-10
m370.ply,miscellaneous,3305,6400,5.671215876976611e-10
m364.ply,miscellaneous,3827,7440,6.572387017821758e-10
m358.ply,miscellaneous,3278,6400,1.139244152876647e-09
m576.ply,miscellaneous,3979,6400,4.792160416324647e-09
m748.ply,miscellaneous,3206,6400,9.699684905051102e-10
m749.ply,miscellaneous,3214,6400,2.93894709572659e-09
m577.ply,miscellaneous,4463,7552,9.632569507546407e-10
m359.ply,miscellaneous,3206,6400,5.703243046950484e-09
m365.ply,miscellaneous,3202,6400,1.3399716713044788e-09
m371.ply,miscellaneous,3238,6399,7.26872279019744e-10
m617.ply,miscellaneous,3224,6400,2.1440271002551703e-09
m367.ply,miscellaneous,3810,7408,1.128405702214456e-09
m373.ply,miscellaneous,3214,6399,1.8042655149237155e-09
m1759.ply,miscellaneous,3174,6400,4.6266919466455776e-09
m575.ply,miscellaneous,3910,6399,2.8940987165104996e-09
m574.ply,miscellaneous,3059,5248,3.760684936799183e-09
m1758.ply,miscellaneous,3054,6080,1.2746683718724806e-09
m372.ply,miscellaneous,3194,6400,2.4600179317599848e-09
m366.ply,miscellaneous,3000,5951,6.060439909144945e-10
m362.ply,miscellaneous,3205,6400,3.201678235048802e-09
m376.ply,miscellaneous,3420,6400,2.478791022664297e-09
m377.ply,miscellaneous,3498,6399,3.269453827657918e-09
m363.ply,miscellaneous,3316,6399,1.3664147971044804e-09
m349.ply,miscellaneous,3346,6400,4.268225263746141e-10
m375.ply,miscellaneous,3207,6400,3.003965074657283e-09
m361.ply,miscellaneous,3229,6398,8.120991276366276e-09
m1788.ply,miscellaneous,3236,6400,9.843204841431503e-09
m573.ply,miscellaneous,3230,6399,8.205301195050586e-09
m360.ply,miscellaneous,3202,6400,2.4325339586296516e-09
m374.ply,miscellaneous,3538,7080,1.0197694569599003e-09
m348.ply,miscellaneous,3273,6400,1.2341684948482908e-09
m1659.ply,miscellaneous,3638,6400,9.076865068358408e-09
m1665.ply,miscellaneous,3681,6399,4.655463998190817e-09
m1671.ply,miscellaneous,4095,7232,2.1468417872729562e-09
m313.ply,miscellaneous,3310,6400,3.5048773743343177e-09
m307.ply,miscellaneous,3365,6400,3.217317006644237e-09
m298.ply,miscellaneous,3038,5788,2.6887110525868914e-09
m515.ply,miscellaneous,3210,6400,5.640496637374114e-09
m514.ply,miscellaneous,3334,6397,4.4886071053299666e-09
m299.ply,miscellaneous,3295,6400,3.0505662390029723e-09
m306.ply,miscellaneous,3390,6226,4.578845679693489e-09
m312.ply,miscellaneous,3275,6399,1.7896904969239715e-09
m1670.ply,miscellaneous,3797,6399,5.131167809095379e-09
m1664.ply,miscellaneous,3317,7792,4.649955290553024e-09
m1658.ply,miscellaneous,5540,6400,6.044359991453375e-09
m1672.ply,miscellaneous,3536,6400,3.0981818916360775e-08
m304.ply,miscellaneous,3399,6399,3.185037659160321e-09
m310.ply,miscellaneous,3264,6399,2.8935631819554576e-09
m338.ply,miscellaneous,3202,6400,6.691718982747971e-10
m516.ply,miscellaneous,3570,7040,1.3443957881944511e-09
m517.ply,miscellaneous,3597,7168,2.3991497758860153e-09
m339.ply,miscellaneous,3217,6399,1.113558067516219e-09
m311.ply,miscellaneous,3300,6468,4.705526286458119e-09
m305.ply,miscellaneous,3371,6399,1.7308351532404036e-09
m1673.ply,miscellaneous,3539,6399,6.038632998012465e-09
m113.ply,miscellaneous,3677,6400,6.599638533827094e-09
m117.ply,miscellaneous,3335,6399,2.1450971764881305e-08
m1677.ply,miscellaneous,3175,6399,4.774968657594542e-09
m1663.ply,miscellaneous,4855,7068,5.068718245845566e-09
m329.ply,miscellaneous,3202,6400,1.5600348849804405e-09
m1688.ply,miscellaneous,3248,6424,3.3269815294407713e-09
m301.ply,miscellaneous,3402,6399,3.5111923290171858e-09
m315.ply,miscellaneous,3071,5949,5.796774581769452e-09
m314.ply,miscellaneous,3651,7055,1.796804179877737e-09
m300.ply,miscellaneous,3434,6616,3.1693373033643844e-09
m1689.ply,miscellaneous,3204,6400,2.865493030558613e-09
m328.ply,miscellaneous,3202,6400,1.1809124679851965e-09
m1662.ply,miscellaneous,4159,6398,9.873141206341931e-09
m1676.ply,miscellaneous,3214,6400,4.360125306780071e-09
m116.ply,miscellaneous,3668,6399,6.460043602152663e-09
m114.ply,miscellaneous,3410,6399,6.450162074314088e-09
m1660.ply,miscellaneous,3473,6399,4.525826081963361e-10
m1674.ply,miscellaneous,3211,6400,1.129872802931203e-08
m1648.ply,miscellaneous,5556,6400,1.300975047969266e-08
m316.ply,miscellaneous,3529,6668,8.959719318812702e-10
m302.ply,miscellaneous,3326,6399,2.7858749092379576e-09
m289.ply,miscellaneous,3366,6399,2.2230409623496416e-09
m288.ply,miscellaneous,3233,6399,4.201565930986045e-09
m303.ply,miscellaneous,3410,6399,5.194654037254338e-09
m317.ply,miscellaneous,3013,5760,6.108360742095455e-09
m1649.ply,miscellaneous,5459,6399,2.14931103252655e-09
m1675.ply,miscellaneous,3323,6399,6.3761766450359745e-09
m1661.ply,miscellaneous,3786,6399,2.6602222475985984e-09
m115.ply,miscellaneous,3379,6400,9.935331002088023e-09
m859.ply,furniture,3398,6400,1.5483330720050368e-09
m871.ply,furniture,2723,6399,9.212676647297263e-10
m865.ply,furniture,3664,6400,5.664881671114602e-09
m939.ply,furniture,3296,6400,7.793628531876063e-09
m905.ply,furniture,3173,6399,7.668128854199763e-09
m911.ply,furniture,3217,6399,5.1941157472648435e-09
m910.ply,furniture,1813,6400,4.394167254620496e-09
m904.ply,furniture,3425,6399,2.261456606988813e-09
m938.ply,furniture,3185,6400,7.981113882261412e-10
m864.ply,furniture,3683,6496,2.0806743564298856e-09
m870.ply,furniture,3203,6400,6.51135824685765e-09
m858.ply,furniture,3978,7168,6.38588372779764e-10
m866.ply,furniture,3623,6400,1.5876907174985955e-09
m872.ply,furniture,3224,6400,1.0420321657989214e-08
m899.ply,furniture,3234,5568,1.0722277112755993e-08
m912.ply,furniture,3206,6400,1.2470155125140944e-08
m906.ply,furniture,3221,6400,1.2384445808081615e-09
m907.ply,furniture,3511,6400,5.539068486545392e-09
m913.ply,furniture,3210,6400,6.4831866409281845e-09
m898.ply,furniture,3234,5568,1.0309545143038672e-08
m873.ply,furniture,3313,6400,4.0220105135103314e-09
m867.ply,furniture,3474,6912,7.837162971666973e-09
m863.ply,furniture,3286,5792,2.224233766175476e-09
m877.ply,furniture,3216,6400,1.26412328852345e-08
m888.ply,furniture,3203,6400,2.572375611198316e-09
m917.ply,furniture,3210,6400,7.938502923487667e-09
m903.ply,furniture,3315,6399,1.3253711433626958e-08
m902.ply,furniture,3212,6400,8.952264930773959e-09
m916.ply,furniture,3212,6400,1.3723728302409334e-08
m889.ply,furniture,3062,6400,1.3529978348759773e-08
m876.ply,furniture,3418,6399,1.5036914283644596e-08
m862.ply,furniture,3234,6399,5.529252080043842e-09
m874.ply,furniture,3036,5632,2.337324895879063e-09
m860.ply,furniture,3215,6400,5.802249194984658e-09
m848.ply,furniture,3086,6399,4.5216405129905045e-09
m900.ply,furniture,3234,5568,1.4325938010460376e-08
m914.ply,furniture,3298,6400,1.9915168390278384e-09
m928.ply,furniture,3411,6399,6.565160235509689e-09
m929.ply,furniture,3391,6399,4.378872664223802e-09
m915.ply,furniture,3212,6400,1.0314665703653408e-08
m901.ply,furniture,3211,6400,7.658267771439709e-09
m849.ply,furniture,3185,6400,3.530929745431785e-09
m861.ply,furniture,3236,6400,6.949280167790312e-09
m875.ply,furniture,3557,6400,5.7758004749411945e-09
m812.ply,furniture,3515,6944,3.5510381680324356e-09
m806.ply,furniture,3176,6400,7.637609226065452e-09
m782.ply,furniture,3361,6400,8.056115250907618e-09
m796.ply,furniture,3245,6400,1.7248242558181067e-09
m769.ply,furniture,3232,6400,2.8338613787935384e-09
m768.ply,furniture,3226,6400,6.946851423629889e-09
m797.ply,furniture,3418,6876,1.033486681906333e-09
m783.ply,furniture,3596,7680,1.1476057205470506e-08
m807.ply,furniture,3212,6400,4.753939215879794e-09
m813.ply,furniture,3515,6944,1.412869781852507e-08
m839.ply,furniture,3206,6400,4.116678233659491e-09
m805.ply,furniture,3133,6400,2.8859713358538596e-09
m811.ply,furniture,3515,6944,5.690658555642991e-09
m795.ply,furniture,3018,5984,1.184861581780513e-09
m959.ply,furniture,3362,6848,1.151470872061498e-09
m781.ply,furniture,3484,6399,7.0640269182709315e-09
m780.ply,furniture,3954,7488,9.742650648967113e-09
m958.ply,furniture,3466,6912,2.55902857993479e-09
m794.ply,furniture,3346,6399,1.784945505985996e-09
m810.ply,furniture,3016,5976,3.0270527189899508e-09
m804.ply,furniture,3337,6400,2.6620911999759127e-09
m838.ply,furniture,3216,6400,1.1559922054035633e-09
m800.ply,furniture,3270,6400,3.3213920836187593e-09
m814.ply,furniture,3437,6399,8.543902873153866e-09
m828.ply,furniture,3224,6400,1.988315543330882e-09
m960.ply,furniture,3254,6400,1.7763127045542237e-09
m948.ply,furniture,3278,6400,3.77094733522334e-09
m790.ply,furniture,3269,6400,6.75489163325733e-09
m784.ply,furniture,3206,6400,2.3396555134183895e-09
m785.ply,furniture,3706,7152,4.42114034120827e-09
m791.ply,furniture,3234,6400,6.0238195406053916e-09
m949.ply,furniture,3212,6400,5.130052659772991e-09
m829.ply,furniture,3224,6400,2.069103648175915e-09
m815.ply,furniture,3436,6400,4.2954564658260675e-09
m801.ply,furniture,3254,6400,2.315879917660756e-09
m817.ply,furniture,3224,6400,2.5034386793570384e-09
m803.ply,furniture,3296,6399,2.095312107849536e-09
m787.ply,furniture,3244,6399,3.4799041556714944e-09
m793.ply,furniture,3406,6272,4.160312944537121e-09
m778.ply,furniture,3201,6399,7.10754096150533e-09
m779.ply,furniture,3226,6400,3.730219297009856e-09
m792.ply,furniture,3222,6400,9.065644696004133e-09
m786.ply,furniture,3217,6400,1.8941369915031157e-09
m802.ply,furniture,3644,6400,3.6849718111934334e-09
m816.ply,furniture,3433,6400,4.530458167143583e-09
m833.ply,furniture,3392,6399,3.3307595204226667e-09
m827.ply,furniture,3222,6400,4.720901680341897e-09
m947.ply,furniture,3614,6400,1.1036819185347362e-08
m953.ply,furniture,3328,6399,3.214104144567451e-09
m774.ply,furniture,3624,7168,1.3302230625862493e-08
m775.ply,furniture,3249,6400,4.5019111987479705e-09
m952.ply,furniture,3192,6399,5.820961782999432e-09
m946.ply,furniture,3597,6400,6.17233151638074e-09
m826.ply,furniture,3228,6400,1.7483350368301393e-09
m832.ply,furniture,3679,6400,5.083166570319406e-09
m818.ply,furniture,3734,7680,1.741114727861756e-09
m824.ply,furniture,3316,6399,4.1664789838891616e-09
m830.ply,furniture,3388,6720,4.977895906184708e-10
m950.ply,furniture,3390,6399,4.917280910140752e-09
m788.ply,furniture,3214,6400,1.0089830298623496e-08
m944.ply,furniture,3519,6400,6.381365008697026e-09
m777.ply,furniture,3832,7440,9.546156187470206e-09
m763.ply,furniture,3483,6400,7.305862316014416e-09
m776.ply,furniture,3701,7648,1.110589975597204e-08
m945.ply,furniture,3368,6399,4.019082647109564e-09
m789.ply,furniture,3247,6400,5.218447287861633e-09
m951.ply,furniture,3422,6400,4.383367119743546e-09
m831.ply,furniture,3204,6399,3.907810180758023e-09
m825.ply,furniture,3223,6400,4.557579732892147e-09
m819.ply,furniture,3536,6399,6.627156738321493e-09
m821.ply,furniture,3113,6400,2.978534857585639e-09
m835.ply,furniture,3332,6240,1.7583244151615346e-09
m809.ply,furniture,3230,6400,4.822249018169963e-09
m955.ply,furniture,3243,6399,5.100562600347181e-09
m941.ply,furniture,3171,6400,2.252608639945731e-09
m799.ply,furniture,3616,7156,3.587221393346589e-09
m772.ply,furniture,3235,6400,2.339388780407718e-09
m766.ply,furniture,2235,6400,1.1135639652945886e-08
