mesh_name class n_vertices n_faces
m916.ply furniture 40 60
m889.ply furniture 495 1018
m876.ply furniture 44 52
m862.ply furniture 544 1024
m874.ply furniture 68 88
m860.ply furniture 56 84
m848.ply furniture 342 680
m900.ply furniture 288 348
m914.ply furniture 576 956
m928.ply furniture 463 752
m929.ply furniture 444 752
m915.ply furniture 40 60
m901.ply furniture 190 360
m849.ply furniture 128 192
m861.ply furniture 150 232
m875.ply furniture 528 744
m812.ply furniture 257 434
m806.ply furniture 472 912
m782.ply furniture 40 46
m796.ply furniture 12172 24253
m769.ply furniture 380 704
m768.ply furniture 603 1158
m797.ply furniture 867 1719
m783.ply furniture 66 120
m807.ply furniture 104 184
m813.ply furniture 257 434
m839.ply furniture 540 1064
m805.ply furniture 149 290
m811.ply furniture 257 434
m795.ply furniture 3018 5984
m959.ply furniture 863 1712
m781.ply furniture 352 508
m780.ply furniture 312 468
m958.ply furniture 64 108
m794.ply furniture 678 1232
m810.ply furniture 775 1494
m804.ply furniture 326 552
m838.ply furniture 2162 4292
m800.ply furniture 116 190
m814.ply furniture 341 546
m828.ply furniture 713 1378
m960.ply furniture 1818 3528
m948.ply furniture 4597 9038
m790.ply furniture 2912 5694
m784.ply furniture 24 36
m785.ply furniture 960 1788
m791.ply furniture 2288 4508
m949.ply furniture 706 1388
m829.ply furniture 540 1032
m815.ply furniture 341 546
m801.ply furniture 8188 16268
m817.ply furniture 368 688
m803.ply furniture 1318 2481
m787.ply furniture 1373 2678
m793.ply furniture 81 98
m778.ply furniture 46 90
m779.ply furniture 660 1268
m792.ply furniture 2413 4782
m786.ply furniture 641 1246
m802.ply furniture 178 206
m816.ply furniture 341 546
m833.ply furniture 350 550
m827.ply furniture 88 132
m947.ply furniture 441 584
m953.ply furniture 195 334
m774.ply furniture 264 448
m775.ply furniture 545 961
m952.ply furniture 308 580
m946.ply furniture 449 644
m826.ply furniture 600 1144
m832.ply furniture 1966 3398
m818.ply furniture 76 120
m824.ply furniture 678 1266
m830.ply furniture 238 420
m950.ply furniture 437 724
m788.ply furniture 320 612
m944.ply furniture 137 164
m777.ply furniture 1045 1860
m763.ply furniture 116 136
m776.ply furniture 869 1912
m945.ply furniture 8112 15659
m789.ply furniture 2446 4808
m951.ply furniture 363 572
m831.ply furniture 448 900
m825.ply furniture 319 598
m819.ply furniture 398 664
m821.ply furniture 349 680
m835.ply furniture 257 390
m809.ply furniture 120 180
m955.ply furniture 136 206
m941.ply furniture 408 824
m799.ply furniture 938 1789
m772.ply furniture 136 204
m766.ply furniture 441 1220
m767.ply furniture 2695 5188
m773.ply furniture 136 204
m798.ply furniture 369 599
m940.ply furniture 416 652
m954.ply furniture 146 254
m808.ply furniture 842 1344
m834.ply furniture 164 280
m820.ply furniture 132 208
m836.ply furniture 28 44
m822.ply furniture 967 1906
m942.ply furniture 200 300
m956.ply furniture 136 206
m765.ply furniture 1005 1726
m771.ply furniture 136 204
m770.ply furniture 464 556
m764.ply furniture 72 121
m957.ply furniture 64 108
m943.ply furniture 232 258
m823.ply furniture 440 812
m837.ply furniture 15963 31054
m878.ply furniture 320 534
m850.ply furniture 184 300
m844.ply furniture 200 324
m893.ply furniture 184 292
m887.ply furniture 340 616
m918.ply furniture 78 124
m924.ply furniture 215 408
m930.ply furniture 501 978
m931.ply furniture 54 88
m925.ply furniture 216 408
m919.ply furniture 78 124
m886.ply furniture 750 2432
m892.ply furniture 174 288
m845.ply furniture 60 88
m851.ply furniture 68 120
m879.ply furniture 276 556
m847.ply furniture 158 244
m853.ply furniture 100 228
m884.ply furniture 274 532
m890.ply furniture 508 979
m933.ply furniture 55 100
m927.ply furniture 201 366
m926.ply furniture 218 408
m932.ply furniture 10835 20594
m891.ply furniture 190 360
m885.ply furniture 232 408
m852.ply furniture 104 228
m846.ply furniture 1101 2098
m842.ply furniture 1357 2263
m856.ply furniture 64 96
m881.ply furniture 60 86
m895.ply furniture 80 100
m936.ply furniture 46 76
m922.ply furniture 54 88
m923.ply furniture 201 366
m937.ply furniture 72 140
m894.ply furniture 80 100
m880.ply furniture 44 52
m857.ply furniture 112 168
m843.ply furniture 8085 15128
m855.ply furniture 46 44
m841.ply furniture 36 68
m869.ply furniture 2256 4261
m896.ply furniture 144 160
m882.ply furniture 598 1072
m921.ply furniture 1921 3680
m935.ply furniture 128 241
m909.ply furniture 1586 3048
m908.ply furniture 288 348
m934.ply furniture 148 276
m920.ply furniture 426 736
m883.ply furniture 96 172
m897.ply furniture 128 152
m868.ply furniture 112 180
m840.ply furniture 94 180
m854.ply furniture 96 204
m130.ply animal 1025 1865
m124.ply animal 473 862
m118.ply animal 472 888
m66.ply animal 4116 8198
m72.ply animal 331 590
m99.ply animal 1450 2888
m246.ply animal 583 886
m252.ply animal 9698 19304
m253.ply animal 11806 23197
m98.ply animal 4195 8236
m247.ply animal 18472 51119
m73.ply animal 285 564
m67.ply animal 14000 27996
m119.ply animal 450 837
m125.ply animal 1250 2500
m131.ply animal 2012 3012
m127.ply animal 756 1796
m133.ply animal 2344 4253
m59.ply animal 44 1680
m71.ply animal 420 836
m65.ply animal 1004 1930
m251.ply animal 8077 16126
m245.ply animal 574 862
m279.ply animal 275 524
m278.ply animal 359 646
m244.ply animal 540 842
m250.ply animal 10589 20349
m64.ply animal 247 444
m70.ply animal 320 560
m58.ply animal 477 950
m132.ply animal 2537 4049
m126.ply animal 577 1018
m122.ply animal 443 830
m136.ply animal 469 869
m74.ply animal 162 336
m60.ply animal 1606 3208
m48.ply animal 427 824
m268.ply animal 252 484
m254.ply animal 16082 31221
m240.ply animal 716 1352
m241.ply animal 589 874
m255.ply animal 16858 35327
m269.ply animal 16996 33988
m282.ply animal 1848 3587
m49.ply animal 2324 4372
m61.ply animal 216 338
m75.ply animal 298 512
m137.ply animal 1636 3254
m123.ply animal 474 890
m109.ply animal 1288 2568
m135.ply animal 497 919
m121.ply animal 471 882
m63.ply animal 1112 1792
m77.ply animal 11578 23022
m280.ply animal 2894 5504
m243.ply animal 568 857
m88.ply animal 1618 3220
m257.ply animal 372 721
m89.ply animal 12515 25030
m256.ply animal 7303 14424
m242.ply animal 598 880
m281.ply animal 10119 20198
m76.ply animal 1583 3164
m62.ply animal 241 478
m120.ply animal 467 870
m134.ply animal 1962 3615
m108.ply animal 11105 22258
m190.ply animal 1022 1777
m184.ply animal 441 826
m153.ply animal 10332 18860
m147.ply animal 4677 8559
m39.ply animal 649 1156
m11.ply animal 368 724
m225.ply animal 18334 36118
m231.ply animal 13022 24959
m219.ply animal 178 616
m6.ply animal 9184 17998
m7.ply animal 265 506
m218.ply animal 947 1862
m230.ply animal 14796 28711
m224.ply animal 9624 19219
m10.ply animal 1362 2628
m38.ply animal 464 930
m146.ply animal 2244 3460
m152.ply animal 10694 20512
m185.ply animal 493 919
m191.ply animal 124 264
m187.ply animal 1618 3128
m193.ply animal 8616 17298
m144.ply animal 674 1302
m150.ply animal 2001 3012
m178.ply animal 14603 29202
m12.ply animal 278 500
m232.ply animal 429 854
m226.ply animal 6368 12712
m5.ply animal 4710 8773
m4.ply animal 4346 8216
m227.ply animal 7015 15968
m233.ply animal 747 1430
m13.ply animal 491 1125
m179.ply animal 10733 21422
m151.ply animal 2996 5954
m145.ply animal 12758 25506
m192.ply animal 450 837
m186.ply animal 375 564
m182.ply animal 11090 22190
m196.ply animal 4049 7763
m169.ply animal 1059 2001
m141.ply animal 2012 3012
m155.ply animal 1290 2576
m17.ply animal 1548 3000
m237.ply animal 480 956
m223.ply animal 10473 20895
m0.ply animal 298 492
m1.ply animal 255 410
m222.ply animal 17343 34584
m236.ply animal 2841 5537
m16.ply animal 2666 5162
m154.ply animal 445 730
m140.ply animal 9060 18110
m168.ply animal 2640 5476
m197.ply animal 2010 3012
m183.ply animal 3618 7124
m195.ply animal 22608 44050
m181.ply animal 8520 16916
m156.ply animal 16776 33324
m142.ply animal 9242 16329
m14.ply animal 891 1681
m28.ply animal 6058 11660
m208.ply animal 349 694
m220.ply animal 12911 25465
m234.ply animal 529 992
m3.ply animal 486 912
m2.ply animal 3495 6667
m235.ply animal 408 812
m221.ply animal 10576 21121
m209.ply animal 417 1296
m29.ply animal 2972 5878
m15.ply animal 368 724
m143.ply animal 5647 10817
m157.ply animal 747 1430
m180.ply animal 15088 29960
m194.ply animal 2244 3460
m199.ply animal 6540 12936
m172.ply animal 745 1413
m166.ply animal 476 1698
m18.ply animal 4250 8324
m24.ply animal 163 284
m30.ply animal 390 800
m204.ply animal 1224 2338
m210.ply animal 210 404
m238.ply animal 559 880
m239.ply animal 551 831
m211.ply animal 2640 5476
m205.ply animal 662 1242
m31.ply animal 1802 3548
m25.ply animal 1249 2494
m19.ply animal 3334 5490
m167.ply animal 435 856
m173.ply animal 1003 1702
m198.ply animal 4657 19582
m165.ply animal 506 1748
m171.ply animal 614 1094
m159.ply animal 533 998
m33.ply animal 3144 6164
m27.ply animal 341 1024
m213.ply animal 409 760
m207.ply animal 3238 5926
m206.ply animal 3071 6102
m212.ply animal 1290 2576
m26.ply animal 5266 10274
m32.ply animal 1129 2246
m158.ply animal 521 935
m170.ply animal 16052 32042
m164.ply animal 728 1396
m148.ply animal 3964 7707
m160.ply animal 894 1627
m174.ply animal 1196 2308
m36.ply animal 1289 2531
m22.ply animal 333 620
m216.ply animal 9272 17521
m202.ply animal 148 228
m9.ply animal 557 902
m8.ply animal 423 698
m203.ply animal 477 938
m217.ply animal 955 1835
m23.ply animal 462 878
m37.ply animal 567 1130
m175.ply animal 658 1079
m161.ply animal 495 839
m149.ply animal 17338 34666
m188.ply animal 1863 3360
m177.ply animal 116 185
m163.ply animal 120 208
m21.ply animal 346 556
m35.ply animal 699 1394
m229.ply animal 18099 35742
m201.ply animal 16287 32574
m215.ply animal 689 1341
m214.ply animal 1739 3519
m200.ply animal 1350 2547
m228.ply animal 15201 33532
m34.ply animal 233 462
m20.ply animal 1624 3042
m162.ply animal 3581 6988
m176.ply animal 708 1288
m189.ply animal 309 526
m111.ply animal 1238 2442
m105.ply animal 146 260
m139.ply animal 12180 24200
m47.ply animal 101 165
m53.ply animal 18409 35270
m267.ply animal 4480 7774
m273.ply animal 485 942
m84.ply animal 2777 5263
m90.ply animal 1783 3526
m91.ply animal 1614 3169
m85.ply animal 1981 3907
m272.ply animal 4640 9039
m266.ply animal 1092 2168
m52.ply animal 294 578
m46.ply animal 515 1094
m138.ply animal 7401 14776
m104.ply animal 233 462
m110.ply animal 453 902
m106.ply animal 346 690
m112.ply animal 7691 15294
m78.ply animal 468 734
m50.ply animal 93 182
m44.ply animal 401 798
m270.ply animal 4126 8368
m264.ply animal 8798 17547
m93.ply animal 278 464
m258.ply animal 12410 24119
m87.ply animal 691 1331
m259.ply animal 402 728
m86.ply animal 176 245
m92.ply animal 1971 3888
m265.ply animal 16267 32530
m271.ply animal 8381 16564
m45.ply animal 16542 33072
m51.ply animal 309 598
m79.ply animal 158 226
m107.ply animal 3051 6052
m103.ply animal 15752 31432
m55.ply animal 19505 37531
m41.ply animal 1824 3709
m69.ply animal 316 568
m249.ply animal 7970 15874
m96.ply animal 5169 10061
m82.ply animal 4144 8276
m275.ply animal 20586 41168
m261.ply animal 481 895
m260.ply animal 1068 2102
m274.ply animal 23984 47904
m83.ply animal 98 154
m248.ply animal 518 897
m97.ply animal 3601 7083
m68.ply animal 553 1098
m40.ply animal 2684 5390
m54.ply animal 18143 34598
m102.ply animal 127 226
m128.ply animal 458 853
m100.ply animal 606 1208
m42.ply animal 116 265
m56.ply animal 5814 10950
m81.ply animal 857 1673
m95.ply animal 956 1908
m262.ply animal 470 880
m276.ply animal 2309 4587
m277.ply animal 445 874
m263.ply animal 478 899
m94.ply animal 3332 6328
m80.ply animal 1104 2104
m57.ply animal 18878 36468
m43.ply animal 41 60
m101.ply animal 1143 2204
m129.ply animal 1835 8364
m695.ply household 9880 19712
m681.ply household 630 1160
m656.ply household 15636 31098
m642.ply household 494 1104
m497.ply household 3008 6012
m483.ply household 371 620
m1718.ply household 2691 4338
m1730.ply household 336 564
m1724.ply household 124 252
m534.ply household 241 480
m508.ply household 998 1988
m722.ply household 812 1520
m723.ply household 5076 10136
m509.ply household 5874 11812
m535.ply household 176 320
m521.ply household 6693 9507
m1725.ply household 3198 6406
m1731.ply household 1974 4084
m1719.ply household 88 98
m482.ply household 536 950
m496.ply household 500 1000
m643.ply household 1331 2392
m657.ply household 18283 36520
m680.ply household 2823 5500
m694.ply household 2903 5667
m682.ply household 550 926
m696.ply household 5479 11655
m641.ply household 1864 3600
m655.ply household 364 704
m669.ply household 1070 1832
m1109.ply household 1490 2891
m494.ply household 770 1536
m1727.ply household 3724 7332
m1733.ply household 1500 2988
m537.ply household 504 1008
m523.ply household 4798 9244
m721.ply household 275 530
m709.ply household 6595 13168
m708.ply household 1866 3668
m720.ply household 318 678
m522.ply household 1384 2648
m536.ply household 4578 9152
m1732.ply household 300 575
m1726.ply household 128 183
m495.ply household 1401 2750
m1108.ply household 2186 3756
m668.ply household 1414 2538
m654.ply household 1064 2088
m640.ply household 3712 7346
m697.ply household 526 1036
m683.ply household 502 932
m687.ply household 800 1504
m693.ply household 196 259
m678.ply household 1267 2216
m644.ply household 20110 39589
m650.ply household 1460 2464
m485.ply household 520 936
m491.ply household 544 997
m1722.ply household 1336 2620
m1736.ply household 366 684
m532.ply household 240 480
m526.ply household 120 226
m718.ply household 337 738
m730.ply household 9064 18714
m724.ply household 262 516
m725.ply household 262 516
m731.ply household 782 1560
m719.ply household 624 1228
m527.ply household 176 348
m533.ply household 32 68
m1737.ply household 17136 29988
m1723.ply household 128 252
m490.ply household 562 1076
m484.ply household 460 888
m651.ply household 91 130
m645.ply household 362 266
m679.ply household 2003 3774
m692.ply household 3694 12652
m686.ply household 879 1721
m690.ply household 180 374
m684.ply household 27878 55745
m653.ply household 2162 4300
m647.ply household 3645 6480
m1641.ply household 1256 2500
m492.ply household 353 728
m486.ply household 2101 3894
m1669.ply household 635 1229
m1735.ply household 559 1022
m1721.ply household 716 1446
m1709.ply household 18 18
m525.ply household 711 1285
m531.ply household 1296 2592
m727.ply household 681 1346
m732.ply household 1088 2152
m726.ply household 417 817
m530.ply household 258 512
m524.ply household 2337 4830
m1708.ply household 16 16
m1720.ply household 716 1328
m1734.ply household 110 216
m487.ply household 133 290
m1668.ply household 2718 5266
m493.ply household 3404 6872
m1640.ply household 1002 2000
m646.ply household 227 360
m652.ply household 4950 10200
m685.ply household 280 550
m691.ply household 8582 16488
m635.ply household 13703 25330
m609.ply household 1137 2234
m1627.ply household 1009 1998
m1633.ply household 1400 2653
m1800.ply household 720 1418
m580.ply household 2198 4155
m594.ply household 3469 9070
m1753.ply household 1177 2118
m1747.ply household 260 698
m543.ply household 624 1196
m557.ply household 16 28
m1790.ply household 1283 2516
m755.ply household 196 400
m1592.ply household 3287 5968
m1593.ply household 25650 50984
m754.ply household 538 1252
m1791.ply household 194 322
m556.ply household 94 164
m542.ply household 296 572
m1746.ply household 502 1000
m1752.ply household 986 1644
m595.ply household 19092 38141
m581.ply household 220 868
m1801.ply household 1146 2046
m1632.ply household 1264 2574
m1626.ply household 117 190
m608.ply household 699 1314
m634.ply household 1370 2253
m636.ply household 8889 17465
m1618.ply household 23584 46784
m1630.ply household 562 1120
m1778.ply household 5026 9528
m597.ply household 340 660
m583.ply household 432 840
m1744.ply household 240 476
m1750.ply household 228 356
m554.ply household 163 294
m540.ply household 304 604
m568.ply household 64 104
m1793.ply household 206 372
m756.ply household 300 600
m1591.ply household 7339 14472
m1590.ply household 7658 14804
m757.ply household 149 256
m1792.ply household 68 132
m569.ply household 268 475
m541.ply household 312 1196
m555.ply household 591 1063
m1751.ply household 228 284
m1745.ply household 342 684
m582.ply household 196 848
m596.ply household 128 224
m1802.ply household 40 58
m1631.ply household 2057 3414
m1619.ply household 810 1588
m637.ply household 8636 16931
m627.ply household 7440 13529
m633.ply household 524 1728
m1635.ply household 5071 10190
m1609.ply household 154 304
m1741.ply household 1842 3638
m592.ply household 1928 3720
m1769.ply household 46 76
m586.ply household 696 1372
m1796.ply household 240 408
m551.ply household 2393 3712
m545.ply household 402 800
m1594.ply household 12623 24718
m753.ply household 1068 2105
m752.ply household 378 780
m1595.ply household 60667 121343
m544.ply household 1002 2000
m550.ply household 64 96
m1797.ply household 5712 11756
m1768.ply household 4269 6365
m587.ply household 4115 8240
m593.ply household 686 1352
m1740.ply household 1763 3265
m1807.ply household 5930 11832
m1608.ply household 242 480
m1634.ply household 5814 11562
m632.ply household 1033 1934
m626.ply household 4498 8660
m630.ply household 4694 9011
m1636.ply household 426 848
m1742.ply household 12696 21501
m585.ply household 1714 3416
m591.ply household 3185 6381
m1795.ply household 690 1348
m546.ply household 1002 2000
m552.ply household 341 636
m1597.ply household 9978 22448
m750.ply household 472 948
m751.ply household 1442 2817
m1596.ply household 16803 33047
m553.ply household 376 760
m547.ply household 529 1000
m1794.ply household 294 544
m590.ply household 4460 8024
m584.ply household 2100 4100
m1743.ply household 287 523
m1810.ply household 671 1068
m1637.ply household 1002 2000
m625.ply household 3655 7019
m631.ply household 45560 93412
m614.ply household 336 684
m600.ply household 30530 59640
m628.ply household 10222 20186
m1606.ply household 2386 4750
m1612.ply household 1282 2600
m1809.ply household 15277 26946
m1772.ply household 17298 34133
m589.ply household 2354 4046
m1766.ply household 29 43
m562.ply household 295 556
m1799.ply household 398 768
m760.ply household 81 136
m761.ply household 104 210
m1798.ply household 1799 3378
m563.ply household 152 258
m588.ply household 3337 6599
m1767.ply household 2591 5109
m1773.ply household 2503 4217
m1808.ply household 3823 7250
m1613.ply household 282 560
m1607.ply household 802 1600
m629.ply household 8225 16090
m601.ply household 9570 16036
m615.ply household 2685 5410
m603.ply household 166 328
m1639.ply household 2029 4000
m1611.ply household 1474 2944
m1605.ply household 89 168
m1765.ply household 28 30
m1771.ply household 2673 5270
m561.ply household 158 272
m549.ply household 829 1543
m1598.ply household 1182 2360
m1599.ply household 250 496
m548.ply household 56 104
m560.ply household 4284 8224
m1770.ply household 2986 5666
m1764.ply household 668 1092
m1604.ply household 214 419
m1610.ply household 6094 12192
m1638.ply household 8796 17640
m616.ply household 14091 28358
m602.ply household 5391 10766
m606.ply household 87 145
m612.ply household 437 1106
m1614.ply household 390 776
m1600.ply household 416 828
m1628.ply household 958 1500
m1760.ply household 12306 24600
m1774.ply household 284 754
m1748.ply household 34 60
m558.ply household 28 40
m570.ply household 408 1014
m564.ply household 2091 3552
m1589.ply household 3782 7223
m565.ply household 852 1576
m571.ply household 122 192
m559.ply household 395 749
m1749.ply household 986 3012
m1775.ply household 396 760
m1761.ply household 378 744
m1629.ply household 2388 4284
m1601.ply household 6727 13450
m1615.ply household 11922 22842
m613.ply household 136 200
m607.ply household 901 1709
m639.ply household 23186 45776
m611.ply household 87 200
m605.ply household 531 1300
m1603.ply household 389 772
m1617.ply household 912 1788
m598.ply household 727 1148
m1777.ply household 325 618
m1763.ply household 562 1060
m567.ply household 1786 2040
m759.ply household 118 232
m758.ply household 104 400
m572.ply household 981 1851
m566.ply household 337 608
m1789.ply household 408 804
m1762.ply household 1128 1707
m599.ply household 2407 4500
m1776.ply household 270 538
m1616.ply household 8482 16820
m1602.ply household 1542 3080
m604.ply household 1316 2333
m610.ply household 4151 8478
m638.ply household 3884 7584
m688.ply household 1977 3938
m677.ply household 3327 6623
m663.ply household 502 922
m1103.ply household 178 330
m1117.ply household 1720 3424
m1739.ply household 2128 3886
m1711.ply household 68 132
m1705.ply household 48 72
m501.ply household 1072 2000
m529.ply household 1737 3121
m703.ply household 588 1100
m717.ply household 18888 37283
m716.ply household 4757 9573
m702.ply household 1005 2000
m528.ply household 3128 6132
m500.ply household 71 138
m1704.ply household 3884 7638
m1710.ply household 522 990
m1738.ply household 28 52
m1116.ply household 1155 2234
m1102.ply household 24 52
m662.ply household 460 828
m676.ply household 485 910
m689.ply household 178 364
m660.ply household 1085 3260
m674.ply household 7722 15199
m648.ply household 1238 2428
m1114.ply household 1295 2356
m1666.ply household 851 1599
m1100.ply household 232 452
m489.ply household 558 1055
m1699.ply household 8130 15324
m1706.ply household 31 29
m1712.ply household 1724 3468
m502.ply household 752 1500
m714.ply household 526 1036
m700.ply household 800 1504
m728.ply household 463 818
m729.ply household 1780 3508
m701.ply household 960 1900
m715.ply household 5479 11655
m503.ply household 799 1550
m1713.ply household 6040 11464
m1707.ply household 456 894
m1698.ply household 1384 2632
m1667.ply household 508 1001
m488.ply household 144 284
m1101.ply household 135 262
m1115.ply household 1284 2314
m649.ply household 1094 1945
m675.ply household 438 640
m661.ply household 370 668
m659.ply household 1181 2291
m665.ply household 1847 3500
m671.ply household 1190 2302
m1111.ply household 523 1038
m498.ply household 380 720
m1105.ply household 1550 3092
m1703.ply household 156 276
m1717.ply household 858 1617
m513.ply household 17624 35488
m507.ply household 3330 6656
m711.ply household 9445 17701
m705.ply household 7910 15768
m704.ply household 408 812
m710.ply household 10936 21764
m506.ply household 8692 17597
m512.ply household 94 188
m1716.ply household 2447 4410
m1702.ply household 88 100
m1104.ply household 362 708
m499.ply household 339 636
m1110.ply household 850 1687
m670.ply household 3285 6538
m664.ply household 4651 9270
m658.ply household 293 560
m699.ply household 557 1112
m672.ply household 140 252
m666.ply household 13366 26860
m1106.ply household 1899 4076
m1112.ply household 316 621
m1714.ply household 871 1772
m1700.ply household 1740 3318
m1728.ply household 2018 3790
m538.ply household 301 638
m504.ply household 1725 3450
m1099.ply household 302 600
m510.ply household 2653 5252
m706.ply household 3162 9347
m712.ply household 4876 9314
m713.ply household 1023 2000
m707.ply household 4325 8628
m511.ply household 294 790
m505.ply household 5183 10370
m539.ply household 2526 5004
m1729.ply household 336 564
m1701.ply household 28 46
m1715.ply household 676 1314
m1113.ply household 2042 4076
m1107.ply household 1116 2199
m667.ply household 767 1500
m673.ply household 2874 5958
m698.ply household 3947 7507
m454.ply building 200 216
m440.ply building 411 906
m468.ply building 2742 5898
m469.ply building 1702 3346
m441.ply building 2086 2283
m455.ply building 52 70
m480.ply building 288 444
m443.ply building 284 417
m457.ply building 284 417
m456.ply building 607 703
m442.ply building 26778 38276
m481.ply building 473 760
m446.ply building 20589 35236
m452.ply building 2553 5111
m453.ply building 2384 5116
m447.ply building 1440 2370
m479.ply building 648 1056
m451.ply building 905 1696
m445.ply building 2020 3536
m444.ply building 3508 6208
m450.ply building 781 1879
m478.ply building 1750 2980
m392.ply building 33 80
m386.ply building 530 1008
m437.ply building 40025 77387
m423.ply building 35 48
m422.ply building 308 524
m436.ply building 220 240
m387.ply building 844 1668
m393.ply building 241 326
m385.ply building 674 918
m391.ply building 246 274
m420.ply building 7225 12960
m434.ply building 22 26
m408.ply building 1252 2405
m409.ply building 1509 2027
m435.ply building 119 251
m421.ply building 6853 11000
m390.ply building 40 45
m384.ply building 2876 4686
m394.ply building 750 1246
m419.ply building 112 196
m425.ply building 4742 5485
m431.ply building 966 1275
m430.ply building 1686 2832
m424.ply building 2093 3957
m418.ply building 1576 2836
m395.ply building 630 696
m397.ply building 1362 2680
m383.ply building 2328 4460
m432.ply building 722 1207
m426.ply building 3995 7106
m427.ply building 8465 16975
m433.ply building 2380 4236
m382.ply building 252 400
m396.ply building 445 470
m416.ply building 7056 13542
m402.ply building 21085 41681
m403.ply building 44010 89968
m417.ply building 969 1818
m398.ply building 498 946
m401.ply building 6918 13373
m415.ply building 508 966
m429.ply building 14312 27982
m428.ply building 8598 14240
m414.ply building 1056 1944
m400.ply building 488 840
m399.ply building 7466 13542
m389.ply building 2509 5170
m438.ply building 10 19
m404.ply building 1051 2752
m410.ply building 1217 2076
m411.ply building 1952 3922
m405.ply building 20981 41835
m439.ply building 356 532
m388.ply building 224 452
m413.ply building 3749 7282
m407.ply building 229 404
m406.ply building 7223 13978
m412.ply building 1990 2820
m475.ply building 112 178
m461.ply building 816 1587
m449.ply building 221 328
m448.ply building 761 1530
m460.ply building 4748 8520
m474.ply building 1361 2670
m462.ply building 25 22
m476.ply building 211 344
m477.ply building 1047 1708
m463.ply building 2022 3672
m467.ply building 8334 16159
m473.ply building 124 216
m472.ply building 358 704
m466.ply building 36789 66620
m458.ply building 958 1760
m470.ply building 14410 28566
m464.ply building 8297 12810
m465.ply building 2335 4363
m471.ply building 118 248
m459.ply building 10 16
